ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
28,6208.T,石川製作所,62.8,65,45,90,👀 監視・買い検討,2508.0,91.3,0.03,0.03218271476771347,3.38,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
29,6030.T,アドベンチャー,62.5,61,53,72,👀 監視・買い検討,1813.0,60.7,0.22,0.3679506311078882,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
30,6857.T,アドバンテスト,62.2,44,58,84,👀 監視・買い検討,24075.0,27.35,0.07,0.24891125623731583,1.63,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
31,4062.T,イビデン,61.8,48,45,90,👀 監視・買い検討,7833.0,27.67,0.02,0.07984142321422469,1.26,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
32,6544.T,ジャパンエレベーターサービスHD,61.8,59,53,72,👀 監視・買い検討,1719.5,86.5,0.19,0.2248453117563065,1.84,startup_growth,政策(startup_growth)
33,3491.T,GA technologies,61.6,62,49,72,👀 監視・買い検討,1622.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
34,4592.T,サンバイオ,61.5,88,35,72,👀 監視・買い検討,2195.0,,,-0.40549765417054645,601.45,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(601.5倍) / ⚠ペナルティ1件
35,4502.T,武田薬品工業,61.3,85,52,60,👀 監視・買い検討,5717.0,16.6,0.01,0.07262741837878056,3.14,medical,GC形成中 / 75日MA上 / ⚠信用過熱(3.1倍) / ⚠ペナルティ1件
36,4051.T,GMOフィナンシャルゲート,61.2,83,40,72,👀 監視・買い検討,5600.0,333.9,0.31,0.09399896262004702,93.0,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(93.0倍) / ⚠ペナルティ1件
37,6146.T,ディスコ,60.9,48,49,84,👀 監視・買い検討,69790.0,32.0,0.05,0.15490663834643673,1.16,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
38,5802.T,住友電気工業,60.5,75,47,72,👀 監視・買い検討,9931.0,22.9,0.01,0.029772164526823165,6.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.6倍) / ⚠ペナルティ1件
39,5711.T,三菱マテリアル,60.3,70,52,72,👀 監視・買い検討,5165.0,13.8,0.01,0.03972532283843918,4.1,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.1倍) / ⚠ペナルティ1件
40,5019.T,出光興産,60.2,80,40,72,👀 監視・買い検討,1431.5,24.3,0.01,0.02873752403023201,9.84,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
41,4431.T,スマレジ,59.8,57,49,72,⏸️ 様子見,2433.0,100.5,0.16,0.15881981117501018,1.32,startup_growth,政策(startup_growth)
42,9432.T,NTT,59.1,52,62,78,⏸️ 様子見,154.1,11.5,0.01,0.12114458486888359,84.62,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(84.6倍) / ⚠ペナルティ1件
43,4042.T,東ソー,58.1,51,57,72,⏸️ 様子見,2478.5,10.7,0.01,0.09562945174321688,3.53,rare_earth,政策(rare_earth) / GC形成中 / 出来高急増 / 75日MA上 / 割安 / ⚠信用過熱(3.5倍) / ⚠ペナルティ2件
44,4565.T,ネクセラファーマ,58.0,78,35,72,⏸️ 様子見,938.0,95.9,0.03,0.02823542887688284,22.21,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(22.2倍) / ⚠ペナルティ1件
45,8001.T,伊藤忠商事,57.7,58,62,68,⏸️ 様子見,2087.5,13.29,0.01,0.1037230249286866,9.11,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.1倍) / ⚠ペナルティ1件
46,7806.T,MTG,57.3,76,35,72,⏸️ 様子見,6070.0,39.54,0.02,0.04556455227225194,3.22,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.2倍) / ⚠ペナルティ1件
47,9531.T,東京ガス,57.3,41,47,74,⏸️ 様子見,7447.0,21.9,0.01,0.04201495241756777,0.72,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(0.7倍) / ⚠ペナルティ1件
48,2986.T,LAホールディングス,56.8,47,67,72,⏸️ 様子見,9460.0,6.8,0.01,0.1495038388997936,90.06,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(90.1倍) / ⚠ペナルティ1件
49,4071.T,4071.T,56.8,45,53,72,⏸️ 様子見,2197.0,80.4,0.23,0.29115537468662256,2.41,startup_growth,政策(startup_growth)
50,3496.T,アズーム,56.8,59,53,72,⏸️ 様子見,4745.0,42.9,0.11,0.25192815355120757,1206.0,startup_growth,政策(startup_growth) / ⚠信用過熱(1206.0倍) / ⚠ペナルティ1件
51,4519.T,中外製薬,56.4,70,53,60,⏸️ 様子見,9520.0,42.12,0.09,0.21911463536336112,4.25,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
52,6532.T,ベイカレント,56.4,58,53,72,⏸️ 様子見,4678.0,32.8,0.11,0.33359984009594246,7.31,startup_growth,政策(startup_growth) / ⚠信用過熱(7.3倍) / ⚠ペナルティ1件
53,4307.T,野村総合研究所,56.2,55,49,78,⏸️ 様子見,4342.0,38.8,0.06,0.15996308567451853,17.69,ai_digital,政策(ai_digital) / ⚠信用過熱(17.7倍) / ⚠ペナルティ1件
54,5707.T,東邦亜鉛,56.1,31,67,72,⏸️ 様子見,1456.0,5.89,0.01,0.1328381246382404,1.93,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
55,4704.T,トレンドマイクロ,56.1,58,45,78,⏸️ 様子見,5557.0,30.72,0.04,0.1420785804816223,7.86,ai_digital,政策(ai_digital) / ⚠信用過熱(7.9倍) / ⚠ペナルティ1件
56,5857.T,AREホールディングス,56.0,38,75,72,⏸️ 様子見,3925.0,6.5,0.02,0.2627600788535591,75.72,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(75.7倍) / ⚠ペナルティ1件
57,6702.T,富士通,55.9,31,62,90,⏸️ 様子見,3657.0,15.78,0.02,0.13103584253719525,29.9,defense,🏛️政策主力(defense) / ⚠信用過熱(29.9倍) / ⚠ペナルティ1件
58,6503.T,三菱電機,55.8,39,52,90,⏸️ 様子見,5417.0,18.7,0.01,0.06727905661895674,16.2,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(16.2倍) / ⚠ペナルティ1件"
59,7013.T,IHI,55.4,44,45,90,⏸️ 様子見,3835.0,25.47,0.01,0.04353174695530457,11.29,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(11.3倍) / ⚠ペナルティ1件
60,3923.T,ラクス,55.3,55,53,72,⏸️ 様子見,848.3,131.69,0.49,0.37439428717163986,5.71,startup_growth,政策(startup_growth) / ⚠信用過熱(5.7倍) / ⚠ペナルティ1件
61,9467.T,アルファポリス,55.3,48,61,72,⏸️ 様子見,1404.0,23.84,0.04,0.1783733265557723,32.14,startup_growth,政策(startup_growth) / ⚠信用過熱(32.1倍) / ⚠ペナルティ1件
62,6200.T,インソース,55.3,55,53,72,⏸️ 様子見,722.0,58.2,0.2,0.3491226604426605,50.73,startup_growth,政策(startup_growth) / ⚠信用過熱(50.7倍) / ⚠ペナルティ1件
63,1861.T,熊谷組,55.0,38,67,76,⏸️ 様子見,1686.0,7.8,0.01,0.10940885647144993,8.61,infrastructure,政策(infrastructure) / RSI底値圏 / 割安 / ⚠信用過熱(8.6倍) / ⚠ペナルティ1件
64,4483.T,JMDC,55.0,65,40,72,⏸️ 様子見,3930.0,112.15,0.1,0.08764601769911505,3.52,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
65,1803.T,清水建設,54.9,42,62,76,⏸️ 様子見,3160.0,8.9,0.01,0.09395139790077497,4.15,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
66,8035.T,東京エレクトロン,54.8,37,58,84,⏸️ 様子見,40030.0,29.95,0.07,0.2371169338702782,3.43,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
67,1812.T,鹿島建設,54.6,37,67,76,⏸️ 様子見,6330.0,8.1,0.01,0.11134870242742477,19.49,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(19.5倍) / ⚠ペナルティ1件
68,1801.T,大成建設,54.6,37,67,76,⏸️ 様子見,17375.0,9.6,0.01,0.10960659387508585,3.64,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
69,4413.T,ボードルア,54.5,55,50,72,⏸️ 様子見,1945.0,,,0.32544086401989075,190.06,startup_growth,政策(startup_growth) / ⚠信用過熱(190.1倍) / ⚠ペナルティ1件
70,3915.T,テラスカイ,54.5,28,65,72,⏸️ 様子見,1678.0,18.89,0.04,0.23527149768602018,2.77,startup_growth,政策(startup_growth)
71,6027.T,弁護士ドットコム,54.5,45,35,72,⏸️ 様子見,2837.0,2998.7,0.88,0.029438130120350285,0.89,startup_growth,政策(startup_growth) / 信用良好(0.9倍) / ⚠ペナルティ1件
72,8591.T,オリックス,53.7,51,57,68,⏸️ 様子見,4937.0,12.0,0.01,0.06352544002620478,15.31,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(15.3倍) / ⚠ペナルティ1件
73,6501.T,日立製作所,53.6,36,67,74,⏸️ 様子見,4932.0,9.6,0.01,0.1125138844277283,31.82,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(31.8倍) / ⚠ペナルティ1件
74,1802.T,大林組,53.6,34,67,76,⏸️ 様子見,3910.0,7.4,0.01,0.10268415422789895,11.23,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(11.2倍) / ⚠ペナルティ1件
75,3697.T,SHIFT,53.0,55,45,72,⏸️ 様子見,715.5,154.51,0.19,0.12423400784728651,15.41,startup_growth,政策(startup_growth) / ⚠信用過熱(15.4倍) / ⚠ペナルティ1件
76,4523.T,エーザイ,52.9,43,45,84,⏸️ 様子見,4850.0,50.7,0.03,0.05978041650453748,12.35,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(12.3倍) / ⚠ペナルティ1件"
77,7270.T,SUBARU,52.8,35,47,90,⏸️ 様子見,2698.5,22.09,0.01,0.043037910599723804,12.96,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(13.0倍) / ⚠ペナルティ1件
78,4449.T,ギフティ,52.8,51,49,72,⏸️ 様子見,1163.0,117.8,0.2,0.17271474506201195,28.02,startup_growth,政策(startup_growth) / ⚠信用過熱(28.0倍) / ⚠ペナルティ1件
79,7762.T,シチズン時計,52.8,65,45,90,⏸️ 様子見,1671.0,,,-0.11825860643415514,9.85,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(9.8倍) / ⚠ペナルティ2件
80,7203.T,トヨタ自動車,52.7,42,57,74,⏸️ 様子見,3473.0,10.7,0.01,0.09593268350803799,3.4,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
81,7735.T,SCREENホールディングス,52.6,42,45,84,⏸️ 様子見,19455.0,29.9,0.02,0.07271227726950151,4.53,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
82,6758.T,ソニーグループ,52.6,24,66,84,⏸️ 様子見,3403.0,13.9,0.02,0.15412531961307974,37.39,semiconductor,🏛️政策主力(semiconductor) / 割安 / ⚠信用過熱(37.4倍) / ⚠ペナルティ1件
83,7059.T,コプロ・ホールディングス,52.6,36,66,72,⏸️ 様子見,956.0,13.6,0.02,0.1608919517594695,12.02,startup_growth,政策(startup_growth) / GC形成中 / 割安 / ⚠信用過熱(12.0倍) / ⚠ペナルティ1件
84,6723.T,ルネサスエレクトロニクス,52.6,42,45,84,⏸️ 様子見,2549.5,40.7,0.03,0.07398398899953137,5.59,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ1件
85,4021.T,日産化学,52.5,58,54,60,⏸️ 様子見,6368.0,25.5,0.04,0.16684030287471774,4.65,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
86,6562.T,ジーニー,52.4,62,35,72,⏸️ 様子見,1014.0,159.5,0.06,0.03898447420537958,5.34,startup_growth,政策(startup_growth) / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
87,6479.T,ミネベアミツミ,52.2,35,45,90,⏸️ 様子見,2832.0,29.8,0.03,0.08591327323386702,11.72,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.7倍) / ⚠ペナルティ1件
88,5032.T,ANYCOLOR,52.0,48,50,72,⏸️ 様子見,4130.0,,,0.26581560283687944,27.61,startup_growth,政策(startup_growth) / ⚠信用過熱(27.6倍) / ⚠ペナルティ1件
89,7011.T,三菱重工業,51.9,34,45,90,⏸️ 様子見,4648.0,28.52,0.01,0.029742919415490413,8.19,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.2倍) / ⚠ペナルティ1件
90,6869.T,シスメックス,51.5,63,45,60,⏸️ 様子見,1510.5,78.08,0.08,0.1044976057749625,9.71,medical,75日MA上 / ⚠信用過熱(9.7倍) / ⚠ペナルティ1件
91,8725.T,MS&AD,51.5,49,52,68,⏸️ 様子見,4089.0,12.7,0.01,0.046182871993953926,8.83,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.8倍) / ⚠ペナルティ1件
92,5254.T,Arent,51.2,73,35,72,⏸️ 様子見,4500.0,,,-0.023186615431215217,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
93,4477.T,BASE,51.0,58,35,72,⏸️ 様子見,318.0,346.3,0.12,0.03601159277301597,52.64,startup_growth,政策(startup_growth) / ⚠信用過熱(52.6倍) / ⚠ペナルティ1件
94,7095.T,Macbee Planet,50.9,28,53,72,⏸️ 様子見,1416.0,36.84,0.11,0.2892649391856161,,startup_growth,政策(startup_growth)
95,7741.T,HOYA,50.8,43,49,60,⏸️ 様子見,27445.0,38.7,0.07,0.18200726744186047,1.2,medical,GC形成中 / 75日MA上
96,5038.T,eWeLL,50.8,43,35,72,⏸️ 様子見,2396.0,,,1.128219054360827,,startup_growth,政策(startup_growth)
97,3993.T,PKSHA Technology,50.6,57,35,72,⏸️ 様子見,3145.0,418.8,0.02,0.004855273967393742,5.28,startup_growth,政策(startup_growth) / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
98,5713.T,住友金属鉱山,50.6,38,57,72,⏸️ 様子見,10075.0,13.88,0.01,0.08492867101226925,9.38,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.4倍) / ⚠ペナルティ1件
99,3436.T,SUMCO,50.5,48,45,72,⏸️ 様子見,1639.5,25.87,0.02,0.07184446328622575,5.71,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.7倍) / ⚠ペナルティ1件
100,9984.T,ソフトバンクグループ,50.4,16,75,78,⏸️ 様子見,3632.0,3.6,0.02,0.48838897286062116,10.94,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(10.9倍) / ⚠ペナルティ1件
101,7012.T,川崎重工業,50.3,58,45,90,⏸️ 様子見,16320.0,,,-0.04183093654386276,10.05,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(10.1倍) / ⚠ペナルティ2件
102,5020.T,ENEOSホールディングス,50.1,39,52,74,⏸️ 様子見,1360.5,14.14,0.01,0.049029120367742055,6.89,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.9倍) / ⚠ペナルティ1件
103,3407.T,旭化成,50.1,37,52,76,⏸️ 様子見,1669.0,22.17,0.01,0.05337312274386347,12.02,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(12.0倍) / ⚠ペナルティ1件
104,4443.T,Sansan,50.0,55,35,72,⏸️ 様子見,1223.0,1408.6,0.2,0.014462809917355372,7.74,startup_growth,政策(startup_growth) / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
105,4377.T,ワンキャリア,50.0,28,50,72,⏸️ 様子見,2068.0,,,0.5769762579252664,,startup_growth,政策(startup_growth)
106,8411.T,みずほFG,49.8,44,52,68,💼 保有継続,6451.0,8.6,0.0,0.05031078676213846,10.01,finance,GC形成中 / 75日MA上 / ⚠信用過熱(10.0倍) / ⚠ペナルティ1件
107,2980.T,SREホールディングス,49.7,50,40,72,💼 保有継続,2778.0,104.93,0.09,0.08464854889416562,47.46,startup_growth,政策(startup_growth) / ⚠信用過熱(47.5倍) / ⚠ペナルティ1件
108,3989.T,シェアリングテクノロジー,49.5,68,35,72,💼 保有継続,1239.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
109,8750.T,第一生命HD,49.4,43,52,68,💼 保有継続,1492.5,5.8,0.0,0.07567448262778054,3.01,finance,GC形成中 / 75日MA上 / ⚠信用過熱(3.0倍) / ⚠ペナルティ1件
110,5444.T,大和工業,49.2,49,35,76,💼 保有継続,12075.0,43.6,0.01,0.015297869532254748,4.83,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ1件
111,4208.T,UBE,48.8,31,57,74,💼 保有継続,2598.5,10.4,0.01,0.06025720178123399,16.35,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(16.4倍) / ⚠ペナルティ1件
112,8306.T,三菱UFJ,48.3,44,47,68,💼 保有継続,2721.5,9.8,0.0,0.043859038621984314,14.59,finance,GC形成中 / 75日MA上 / ⚠信用過熱(14.6倍) / ⚠ペナルティ1件
113,3498.T,霞ヶ関キャピタル,48.3,28,61,72,💼 保有継続,7120.0,17.54,0.03,0.1616388096208724,15.42,startup_growth,政策(startup_growth) / ⚠信用過熱(15.4倍) / ⚠ペナルティ1件
114,4417.T,グローバルセキュリティエキスパート,48.1,26,46,72,💼 保有継続,2458.0,,,0.17794186166221432,,startup_growth,政策(startup_growth)
115,5243.T,note,48.1,64,35,72,💼 保有継続,2314.0,,,-0.3487220907409112,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
116,4593.T,ヘリオス,48.0,78,35,72,💼 保有継続,432.0,,,-0.7027027027027027,5.6,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ2件
117,3182.T,オイシックス・ラ・大地,47.8,23,65,72,💼 保有継続,1384.0,21.7,0.05,0.2516632484618078,26.35,startup_growth,政策(startup_growth) / ⚠信用過熱(26.4倍) / ⚠ペナルティ1件
118,4384.T,ラクスル,47.8,49,35,72,💼 保有継続,1885.0,917.05,0.18,0.02001000500250125,3.5,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
119,3769.T,GMOペイメントゲートウェイ,47.8,31,49,78,💼 保有継続,7997.0,120.19,0.19,0.15791334253698558,9.58,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(9.6倍) / ⚠ペナルティ1件
120,6526.T,ソシオネクスト,47.7,28,45,84,💼 保有継続,1814.0,,,0.01798569959351584,12.28,semiconductor,🏛️政策主力(semiconductor) / ⚠信用過熱(12.3倍) / ⚠ペナルティ1件
121,5842.T,インテグラル,47.6,34,35,72,💼 保有継続,3305.0,,,0.037527593818984545,,startup_growth,政策(startup_growth)
122,9158.T,シーユーシー,47.1,34,50,72,💼 保有継続,898.0,,,0.23236163920574568,42.01,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(42.0倍) / ⚠ペナルティ1件
123,4419.T,Finatextホールディングス,47.0,75,35,72,💼 保有継続,940.0,,,-0.1561160421964335,10262.0,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(10262.0倍) / ⚠ペナルティ2件
124,8316.T,三井住友FG,46.8,44,42,68,💼 保有継続,5356.0,10.71,0.0,0.043096900373357665,16.41,finance,GC形成中 / 75日MA上 / ⚠信用過熱(16.4倍) / ⚠ペナルティ1件
125,9168.T,ライズ・コンサルティング・グループ,46.5,31,35,72,💼 保有継続,503.0,,,-0.10152224611747047,,startup_growth,政策(startup_growth)
126,4543.T,テルモ,46.5,53,40,60,💼 保有継続,2043.0,39.08,0.04,0.09019660029276425,11.17,medical,⚠信用過熱(11.2倍) / ⚠ペナルティ1件
127,4480.T,メドレー,46.5,31,35,72,💼 保有継続,1921.0,289.36,0.14,0.04682515179582176,1.33,startup_growth,政策(startup_growth)
