ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
115,7172.T,ジャパンインベストメントアドバイザー,48.8,33,57,72,💼 保有継続,2073.0,10.4,0.01,0.09801714212613534,52.98,startup_growth,政策(startup_growth) / GC形成中 / 割安 / ⚠信用過熱(53.0倍) / ⚠ペナルティ1件
116,3692.T,FFRIセキュリティ,48.5,28,45,72,💼 保有継続,8220.0,72.23,0.1,0.1352948137404232,1.58,startup_growth,政策(startup_growth) / GC形成中
117,9467.T,アルファポリス,48.3,28,61,72,💼 保有継続,1336.0,23.84,0.04,0.1783733265557723,21.52,startup_growth,政策(startup_growth) / ⚠信用過熱(21.5倍) / ⚠ペナルティ1件
118,1662.T,石油資源開発,48.0,78,35,72,💼 保有継続,2385.0,,,-0.006271691998932087,15.78,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(15.8倍) / ⚠ペナルティ2件
119,5741.T,UACJ,48.0,78,35,72,💼 保有継続,2765.0,-39.4,,-0.016640790043014584,15.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(15.5倍) / ⚠ペナルティ2件
120,4417.T,グローバルセキュリティエキスパート,47.8,25,46,72,💼 保有継続,2676.0,,,0.17794186166221432,,startup_growth,政策(startup_growth)
121,3133.T,海帆,47.8,69,35,72,💼 保有継続,432.0,,,,5756.33,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(5756.3倍) / ⚠ペナルティ3件
122,6869.T,シスメックス,47.7,52,45,60,💼 保有継続,1472.0,78.08,0.08,0.1044976057749625,25.4,medical,⚠信用過熱(25.4倍) / ⚠ペナルティ1件
123,9984.T,ソフトバンクグループ,47.6,8,75,78,💼 保有継続,4089.0,3.6,0.02,0.48838897286062116,9.64,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(9.6倍) / ⚠ペナルティ1件
124,4194.T,ビジョナル,47.5,35,40,72,💼 保有継続,7353.0,127.7,0.08,0.06301029463968762,19.41,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(19.4倍) / ⚠ペナルティ2件
125,9556.T,INTLOOP,47.2,20,50,72,💼 保有継続,3085.0,,,0.5621040415298175,,startup_growth,政策(startup_growth)
