ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
63,3436.T,SUMCO,51.6,53,43,72,⏸️ 様子見,1618.5,,,,7.65,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
64,5842.T,インテグラル,51.5,23,61,72,⏸️ 様子見,3230.0,,,37.1,,startup_growth,政策(startup_growth)
65,4165.T,ブレイド,51.2,39,58,72,⏸️ 様子見,600.0,,,27.8,6.03,startup_growth,政策(startup_growth) / ⚠信用過熱(6.0倍) / ⚠ペナルティ1件
66,6544.T,ジャパンエレベーターサービスHD,51.2,22,61,72,⏸️ 様子見,1658.0,,,30.3,1.66,startup_growth,政策(startup_growth)
67,6723.T,ルネサスエレクトロニクス,51.1,37,46,84,⏸️ 様子見,2483.0,,,,6.23,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(6.2倍) / ⚠ペナルティ1件
68,5020.T,ENEOSホールディングス,50.9,49,43,74,⏸️ 様子見,1357.5,,,,7.18,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(7.2倍) / ⚠ペナルティ1件
69,2986.T,LAホールディングス,50.7,34,62,72,⏸️ 様子見,9120.0,,,28.6,128.28,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(128.3倍) / ⚠ペナルティ1件
70,4021.T,日産化学,50.2,49,57,60,⏸️ 様子見,6357.0,,,18.7,3.26,medical,GC形成中 / 75日MA上 / ⚠信用過熱(3.3倍) / ⚠ペナルティ1件
71,5401.T,日本製鉄,49.8,23,53,74,💼 保有継続,592.5,,,,2.48,green_energy,政策(green_energy)
72,3692.T,FFRIセキュリティ,49.8,18,61,72,💼 保有継続,7380.0,,,27.6,1.65,startup_growth,政策(startup_growth)
73,4393.T,バンク・オブ・イノベーション,49.3,31,61,72,💼 保有継続,5360.0,,,26.3,4.42,startup_growth,政策(startup_growth) / ⚠信用過熱(4.4倍) / ⚠ペナルティ1件
74,4004.T,レゾナックHD,49.2,46,43,72,💼 保有継続,10620.0,,,,5.4,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.4倍) / ⚠ペナルティ1件
75,3407.T,旭化成,49.2,42,43,76,💼 保有継続,1596.5,,,,10.39,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(10.4倍) / ⚠ペナルティ1件
76,5707.T,東邦亜鉛,49.1,34,40,72,💼 保有継続,1337.0,,,,2.02,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
77,9348.T,ispace,49.1,51,37,72,💼 保有継続,575.0,,,,42102.0,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(42102.0倍) / ⚠ペナルティ1件
78,6479.T,ミネベアミツミ,49.0,25,46,90,💼 保有継続,2711.0,,,,12.52,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(12.5倍) / ⚠ペナルティ1件
79,3479.T,ティーケーピー,49.0,31,43,72,💼 保有継続,1953.0,,,,2.81,startup_growth,政策(startup_growth) / GC形成中
80,5038.T,eWeLL,48.6,12,64,72,💼 保有継続,2081.0,,,39.4,,startup_growth,政策(startup_growth)
81,9168.T,ライズ・コンサルティング・グループ,48.4,14,61,72,💼 保有継続,478.0,,,24.73,,startup_growth,政策(startup_growth)
82,8113.T,ユニ・チャーム,48.3,39,46,74,💼 保有継続,921.5,,,,14.18,green_energy,政策(green_energy) / GC形成中 / ⚠信用過熱(14.2倍) / ⚠ペナルティ1件
83,5541.T,大平洋金属,48.3,41,46,72,💼 保有継続,3065.0,,,,8.38,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.4倍) / ⚠ペナルティ1件
84,8789.T,フィンテック グローバル,48.1,30,58,72,💼 保有継続,132.0,,,20.8,22.4,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(22.4倍) / ⚠ペナルティ1件
85,8001.T,伊藤忠商事,48.0,44,46,68,💼 保有継続,2064.0,,,,9.32,finance,GC形成中 / 75日MA上 / ⚠信用過熱(9.3倍) / ⚠ペナルティ1件
86,7033.T,マネジメントソリューションズ,48.0,27,61,72,💼 保有継続,1327.0,,,42.6,5.51,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
87,5741.T,UACJ,47.8,42,43,72,💼 保有継続,2470.0,,,,8.36,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.4倍) / ⚠ペナルティ1件
88,5032.T,ANYCOLOR,47.8,18,61,72,💼 保有継続,3435.0,,,55.23,33.41,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(33.4倍) / ⚠ペナルティ2件
89,5592.T,フルサト・マルカホールディングス,47.8,15,58,72,💼 保有継続,2588.0,,,27.5,,startup_growth,政策(startup_growth)
90,1861.T,熊谷組,47.8,38,43,76,💼 保有継続,1650.0,,,,20.28,infrastructure,政策(infrastructure) / RSI底値圏 / ⚠信用過熱(20.3倍) / ⚠ペナルティ1件
91,4183.T,三井化学,47.5,35,50,72,💼 保有継続,1931.5,,,,7.76,rare_earth,政策(rare_earth) / RSI底値圏 / ⚠信用過熱(7.8倍) / ⚠ペナルティ1件
92,8725.T,MS&AD,47.4,39,50,68,💼 保有継続,4030.0,,,,9.5,finance,GC形成中 / 75日MA上 / ⚠信用過熱(9.5倍) / ⚠ペナルティ1件
93,4431.T,スマレジ,47.3,11,61,72,💼 保有継続,2121.0,,,21.4,1.38,startup_growth,政策(startup_growth)
94,5802.T,住友電気工業,47.3,38,46,72,💼 保有継続,9525.0,,,,8.19,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.2倍) / ⚠ペナルティ1件
95,4417.T,グローバルセキュリティエキスパート,47.3,11,61,72,💼 保有継続,2354.0,,,32.81,,startup_growth,政策(startup_growth)
96,4377.T,ワンキャリア,47.3,11,61,72,💼 保有継続,1850.0,,,26.01,,startup_growth,政策(startup_growth)
97,5411.T,JFEホールディングス,47.1,30,50,76,💼 保有継続,1898.0,,,,7.18,infrastructure,政策(infrastructure) / RSI底値圏 / ⚠信用過熱(7.2倍) / ⚠ペナルティ1件
98,4449.T,ギフティ,46.9,42,40,72,💼 保有継続,1103.0,,,,19.93,startup_growth,政策(startup_growth) / ⚠信用過熱(19.9倍) / ⚠ペナルティ1件
99,2998.T,クリアル,46.6,14,55,72,💼 保有継続,810.0,,,30.2,,startup_growth,政策(startup_growth)
100,1801.T,大成建設,46.5,37,40,76,💼 保有継続,17060.0,,,,4.8,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ1件
101,7095.T,Macbee Planet,46.5,11,58,72,💼 保有継続,1341.0,,,30.4,,startup_growth,政策(startup_growth)
102,1802.T,大林組,46.2,31,46,76,💼 保有継続,3862.0,,,,11.74,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(11.7倍) / ⚠ペナルティ1件
103,4543.T,テルモ,46.2,47,46,60,💼 保有継続,2091.0,,,,11.47,medical,⚠信用過熱(11.5倍) / ⚠ペナルティ1件
104,6701.T,NEC,46.2,11,53,90,💼 保有継続,4200.0,,,,34.02,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / ⚠信用過熱(34.0倍) / ⚠ペナルティ1件"
105,5713.T,住友金属鉱山,45.9,34,46,72,💼 保有継続,9567.0,,,,9.67,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(9.7倍) / ⚠ペナルティ1件
106,9552.T,クオンツ総研ホールディングス,45.8,21,61,72,💼 保有継続,605.0,,,39.2,8.12,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(8.1倍) / ⚠ペナルティ1件
107,6030.T,アドベンチャー,45.5,21,43,72,💼 保有継続,1745.0,,,,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
108,6526.T,ソシオネクスト,45.4,18,49,84,💼 保有継続,1776.5,,,,12.72,semiconductor,🏛️政策主力(semiconductor) / ⚠信用過熱(12.7倍) / ⚠ペナルティ1件
109,3915.T,テラスカイ,45.3,18,46,72,💼 保有継続,1630.0,,,,2.63,startup_growth,政策(startup_growth)
110,5714.T,DOWAホールディングス,45.3,35,43,72,💼 保有継続,9613.0,,,,13.57,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(13.6倍) / ⚠ペナルティ1件
111,4042.T,東ソー,45.2,26,53,72,💼 保有継続,2382.0,,,,4.14,rare_earth,政策(rare_earth) / GC形成中 / ⚠信用過熱(4.1倍) / ⚠ペナルティ1件
112,3496.T,アズーム,45.1,19,61,72,💼 保有継続,4495.0,,,34.7,1198.25,startup_growth,政策(startup_growth) / ⚠信用過熱(1198.2倍) / ⚠ペナルティ1件
113,6196.T,ストライク,45.0,16,64,72,💼 保有継続,4040.0,,,23.6,14.23,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(14.2倍) / ⚠ペナルティ1件
114,3769.T,GMOペイメントゲートウェイ,44.9,15,58,78,💼 保有継続,7714.0,,,20.2,12.88,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(12.9倍) / ⚠ペナルティ1件
115,4371.T,コアコンセプト・テクノロジー,44.8,18,61,72,💼 保有継続,1009.0,,,38.9,94.67,startup_growth,政策(startup_growth) / ⚠信用過熱(94.7倍) / ⚠ペナルティ1件
116,7203.T,トヨタ自動車,44.6,31,43,74,💼 保有継続,3379.0,,,,4.18,green_energy,政策(green_energy) / GC形成中 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
117,8591.T,オリックス,44.6,37,43,68,💼 保有継続,4804.0,,,,18.41,finance,GC形成中 / 75日MA上 / ⚠信用過熱(18.4倍) / ⚠ペナルティ1件
118,1811.T,前田建設工業,44.5,31,40,76,💼 保有継続,8540.0,,,,20.37,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(20.4倍) / ⚠ペナルティ1件
119,4592.T,サンバイオ,44.1,34,40,72,💼 保有継続,1985.0,,,,671.35,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(671.4倍) / ⚠ペナルティ1件
120,5711.T,三菱マテリアル,44.1,34,40,72,💼 保有継続,4903.0,,,,4.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
121,3498.T,霞ヶ関キャピタル,43.9,18,58,72,💼 保有継続,6490.0,,,32.5,15.75,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(15.8倍) / ⚠ペナルティ1件
122,3697.T,SHIFT,43.8,15,61,72,💼 保有継続,654.0,,,24.1,22.3,startup_growth,政策(startup_growth) / ⚠信用過熱(22.3倍) / ⚠ペナルティ1件
123,5139.T,オープンワーク,43.8,11,49,72,💼 保有継続,912.0,,,,,startup_growth,政策(startup_growth)
124,8750.T,第一生命HD,43.8,37,40,68,💼 保有継続,1429.5,,,,3.94,finance,GC形成中 / 75日MA上 / ⚠信用過熱(3.9倍) / ⚠ペナルティ1件
125,6702.T,富士通,43.8,11,45,90,💼 保有継続,3522.0,,,,28.54,defense,🏛️政策主力(defense) / ⚠信用過熱(28.5倍) / ⚠ペナルティ1件
126,7059.T,コプロ・ホールディングス,43.8,15,61,72,💼 保有継続,907.0,,,22.3,11.97,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(12.0倍) / ⚠ペナルティ1件
127,1812.T,鹿島建設,43.6,26,43,76,💼 保有継続,6100.0,,,,20.84,infrastructure,政策(infrastructure) / GC形成中 / ⚠信用過熱(20.8倍) / ⚠ペナルティ1件
128,4593.T,ヘリオス,43.5,35,37,72,💼 保有継続,397.0,,,,6.63,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.6倍) / ⚠ペナルティ1件
129,9984.T,ソフトバンクグループ,43.2,23,43,78,💼 保有継続,3544.0,,,,10.66,ai_digital,政策(ai_digital) / ⚠信用過熱(10.7倍) / ⚠ペナルティ1件
130,3491.T,GA technologies,42.8,11,46,72,💼 保有継続,1521.0,,,,,startup_growth,政策(startup_growth)
131,6758.T,ソニーグループ,42.8,14,45,84,💼 保有継続,3327.0,,,,50.22,semiconductor,🏛️政策主力(semiconductor) / ⚠信用過熱(50.2倍) / ⚠ペナルティ1件
132,6200.T,インソース,42.7,12,61,72,💼 保有継続,708.0,,,36.8,67.61,startup_growth,政策(startup_growth) / ⚠信用過熱(67.6倍) / ⚠ペナルティ1件
133,6532.T,ベイカレント,42.7,12,61,72,💼 保有継続,4385.0,,,36.5,10.75,startup_growth,政策(startup_growth) / ⚠信用過熱(10.8倍) / ⚠ペナルティ1件
134,4704.T,トレンドマイクロ,42.5,8,58,78,💼 保有継続,5303.0,,,20.9,9.84,ai_digital,政策(ai_digital) / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
135,7373.T,アイドマ・ホールディングス,42.3,11,61,72,💼 保有継続,1774.0,,,28.1,260.5,startup_growth,政策(startup_growth) / ⚠信用過熱(260.5倍) / ⚠ペナルティ1件
136,4058.T,トヨクモ,42.3,11,61,72,💼 保有継続,1818.0,,,27.7,6.32,startup_growth,政策(startup_growth) / ⚠信用過熱(6.3倍) / ⚠ペナルティ1件
137,4483.T,JMDC,42.0,23,46,72,💼 保有継続,3250.0,,,,3.73,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(3.7倍) / ⚠ペナルティ1件
138,4480.T,メドレー,42.0,11,43,72,💼 保有継続,1801.0,,,,1.39,startup_growth,政策(startup_growth)
139,5027.T,AnyMind Group,42.0,11,43,72,💼 保有継続,478.0,,,,,startup_growth,政策(startup_growth)
140,4575.T,キャンバス,42.0,11,43,72,💼 保有継続,771.0,,,,,startup_growth,政策(startup_growth)
141,4208.T,UBE,41.8,23,43,74,💼 保有継続,2526.5,,,,15.75,green_energy,政策(green_energy) / GC形成中 / ⚠信用過熱(15.8倍) / ⚠ペナルティ1件
142,6367.T,ダイキン工業,41.7,20,46,74,💼 保有継続,19110.0,,,,13.76,green_energy,政策(green_energy) / ⚠信用過熱(13.8倍) / ⚠ペナルティ1件
143,8306.T,三菱UFJ,41.6,31,40,68,💼 保有継続,2659.5,,,,13.98,finance,GC形成中 / ⚠信用過熱(14.0倍) / ⚠ペナルティ1件
144,6562.T,ジーニー,41.6,9,61,72,💼 保有継続,950.0,,,25.8,4.07,startup_growth,政策(startup_growth) / ⚠信用過熱(4.1倍) / ⚠ペナルティ1件
145,5857.T,AREホールディングス,41.5,24,43,72,💼 保有継続,3685.0,,,,87.01,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(87.0倍) / ⚠ペナルティ1件
146,4475.T,HENNGE,41.3,8,61,72,💼 保有継続,972.0,,,40.6,6.44,startup_growth,政策(startup_growth) / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
147,3923.T,ラクス,41.3,8,61,72,💼 保有継続,763.4,,,45.3,8.78,startup_growth,政策(startup_growth) / ⚠信用過熱(8.8倍) / ⚠ペナルティ1件
148,4894.T,クオリプス,41.1,23,43,72,💼 保有継続,6660.0,,,,8143.0,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(8143.0倍) / ⚠ペナルティ1件
149,4259.T,エクサウィザーズ,41.1,23,43,72,💼 保有継続,651.0,,,,583.69,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(583.7倍) / ⚠ペナルティ1件
150,4375.T,セーフィー,41.0,11,40,72,💼 保有継続,792.0,,,,3.0,startup_growth,政策(startup_growth)
