ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
40,3482.T,ロードスターキャピタル,61.0,61,65,72,👀 監視・買い検討,3475.0,5.9,,0.3496956352804041,198.51,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(198.5倍) / ⚠ペナルティ1件
41,3407.T,旭化成,60.8,76,42,76,👀 監視・買い検討,1833.0,22.17,,0.05337312274386347,6.62,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(6.6倍) / ⚠ペナルティ1件
42,9531.T,東京ガス,60.8,68,37,74,👀 監視・買い検討,7625.0,21.9,,0.04201495241756777,1.04,green_energy,政策(green_energy) / GC形成中 / 75日MA上
43,1861.T,熊谷組,60.7,63,57,76,👀 監視・買い検討,1998.0,7.8,,0.10940885647144993,3.74,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(3.7倍) / ⚠ペナルティ1件
44,6723.T,ルネサスエレクトロニクス,60.7,65,45,84,👀 監視・買い検討,2839.0,40.7,,0.07398398899953137,6.78,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
45,4208.T,UBE,60.5,73,47,74,👀 監視・買い検討,2838.0,10.4,,0.06025720178123399,13.87,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(13.9倍) / ⚠ペナルティ1件
46,3436.T,SUMCO,60.1,84,35,72,👀 監視・買い検討,1662.0,25.87,,0.07184446328622575,7.57,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.6倍) / ⚠ペナルティ1件
47,7685.T,BuySell Technologies,60.0,66,39,72,👀 監視・買い検討,6120.0,72.1,,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
48,9519.T,レノバ,59.8,70,48,74,⏸️ 様子見,730.0,24.9,,0.7544584316810911,12.78,"green_energy, startup_growth",政策(green_energy) / 75日MA上 / ⚠信用過熱(12.8倍) / ⚠ペナルティ1件
49,4578.T,大塚ホールディングス,59.4,65,42,60,⏸️ 様子見,10425.0,16.2,,0.07997138808286659,0.89,medical,GC形成中 / 75日MA上 / 信用良好(0.9倍) / ⚠ペナルティ1件
50,4523.T,エーザイ,59.2,61,45,84,⏸️ 様子見,5077.0,50.7,,0.05978041650453748,9.92,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(9.9倍) / ⚠ペナルティ1件"
51,5714.T,DOWAホールディングス,59.1,71,47,72,⏸️ 様子見,10590.0,12.56,,0.07886814954014058,8.46,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
52,6367.T,ダイキン工業,58.7,78,35,74,⏸️ 様子見,20465.0,41.8,,0.09204469542288991,4.98,green_energy,政策(green_energy) / 75日MA上 / ⚠信用過熱(5.0倍) / ⚠ペナルティ1件
53,9158.T,シーユーシー,58.7,67,50,72,⏸️ 様子見,946.0,,,0.23236163920574568,33.83,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(33.8倍) / ⚠ペナルティ1件
54,6196.T,ストライク,58.6,73,43,72,⏸️ 様子見,4300.0,33.6,,0.26393119956778843,33.89,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(33.9倍) / ⚠ペナルティ1件
55,8591.T,オリックス,58.4,73,47,68,⏸️ 様子見,5402.0,12.0,,0.06352544002620478,8.96,finance,GC形成中 / 75日MA上 / ⚠信用過熱(9.0倍) / ⚠ペナルティ1件
56,4183.T,三井化学,58.1,68,47,72,⏸️ 様子見,2326.0,11.73,,0.0951982247693368,5.13,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
57,8113.T,ユニ・チャーム,58.0,76,35,74,⏸️ 様子見,1094.5,55.8,,0.10617401146445653,8.13,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(8.1倍) / ⚠ペナルティ1件
58,9719.T,SCSK,57.7,61,47,78,⏸️ 様子見,5670.0,20.4,,0.14737255040242603,4.5,ai_digital,政策(ai_digital) / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
59,4021.T,日産化学,57.3,66,44,60,⏸️ 様子見,6921.0,25.5,,0.16684030287471774,2.81,medical,GC形成中 / 75日MA上
60,4565.T,ネクセラファーマ,57.0,75,35,72,⏸️ 様子見,909.0,95.9,,0.02823542887688284,24.64,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(24.6倍) / ⚠ペナルティ1件
61,8725.T,MS&AD,56.9,73,42,68,⏸️ 様子見,4231.0,12.7,,0.046182871993953926,7.56,finance,GC形成中 / 75日MA上 / ⚠信用過熱(7.6倍) / ⚠ペナルティ1件
62,7003.T,三井E&S,56.9,73,35,74,⏸️ 様子見,7729.0,333.9,,0.0015144665461121157,6.42,"green_energy, rare_earth",政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
63,4502.T,武田薬品工業,56.7,66,42,60,⏸️ 様子見,5818.0,16.6,,0.07262741837878056,2.56,medical,GC形成中 / 75日MA上
64,5741.T,UACJ,56.5,88,35,72,⏸️ 様子見,2605.0,-39.4,,-0.016640790043014584,2.55,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
65,5019.T,出光興産,56.2,73,35,72,⏸️ 様子見,1407.0,24.3,,0.02873752403023201,7.05,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
66,5541.T,大平洋金属,56.2,73,35,72,⏸️ 様子見,3230.0,35.98,,0.017339660369475034,6.35,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.3倍) / ⚠ペナルティ1件
67,5802.T,住友電気工業,56.1,71,37,72,⏸️ 様子見,10390.0,22.9,,0.029772164526823165,10.59,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(10.6倍) / ⚠ペナルティ1件
68,5020.T,ENEOSホールディングス,55.5,63,42,74,⏸️ 様子見,1455.0,14.14,,0.049029120367742055,4.66,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
69,4519.T,中外製薬,55.5,76,43,60,⏸️ 様子見,10100.0,42.12,,0.21911463536336112,3.87,medical,GC形成中 / 75日MA上 / ⚠信用過熱(3.9倍) / ⚠ペナルティ1件
70,4592.T,サンバイオ,54.2,67,35,72,⏸️ 様子見,2170.0,,,-0.40549765417054645,255.27,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(255.3倍) / ⚠ペナルティ1件
71,8316.T,三井住友FG,54.1,65,42,68,⏸️ 様子見,5808.0,10.71,,0.043096900373357665,8.48,finance,GC形成中 / 75日MA上 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
72,7033.T,マネジメントソリューションズ,53.5,85,35,72,⏸️ 様子見,1441.0,,,-0.008154056711359832,10.61,startup_growth,政策(startup_growth) / 出来高急増 / 75日MA上 / ⚠信用過熱(10.6倍) / ⚠ペナルティ3件
73,4431.T,スマレジ,53.2,38,39,72,⏸️ 様子見,2456.0,100.5,,0.15881981117501018,1.51,startup_growth,政策(startup_growth) / 出来高急増 / ⚠ペナルティ1件
74,5707.T,東邦亜鉛,53.1,31,57,72,⏸️ 様子見,1533.0,5.89,,0.1328381246382404,2.31,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
75,7806.T,MTG,52.8,63,35,72,⏸️ 様子見,5230.0,39.54,,0.04556455227225194,5.19,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
76,4004.T,レゾナックHD,52.6,71,42,72,⏸️ 様子見,11900.0,11.7,,-0.10626114081996435,2.02,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
77,7388.T,FPパートナー,52.5,35,50,72,⏸️ 様子見,2301.0,,,0.28737790219180454,2.01,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
78,2986.T,LAホールディングス,52.0,42,57,72,⏸️ 様子見,9310.0,6.8,,0.1495038388997936,46.83,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(46.8倍) / ⚠ペナルティ1件
79,4384.T,ラクスル,51.5,51,35,72,⏸️ 様子見,1898.0,917.05,,0.02001000500250125,6.97,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ2件
80,6920.T,レーザーテック,51.5,39,45,84,⏸️ 様子見,31920.0,101.1,,0.34880771182141046,6.2,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(6.2倍) / ⚠ペナルティ1件
81,7012.T,川崎重工業,51.0,60,45,90,⏸️ 様子見,17195.0,,,-0.04183093654386276,4.75,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ2件
82,5411.T,JFEホールディングス,49.8,65,35,76,💼 保有継続,2228.0,85.5,,-0.01302268966063471,2.38,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
83,2998.T,クリアル,49.8,30,37,72,💼 保有継続,709.0,,,0.05758098866812012,,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ1件
84,7762.T,シチズン時計,49.6,56,45,90,💼 保有継続,1763.0,,,-0.11825860643415514,11.87,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(11.9倍) / ⚠ペナルティ2件
85,9552.T,クオンツ総研ホールディングス,49.4,32,50,72,💼 保有継続,756.0,,,0.47335418763990195,7.25,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠信用過熱(7.2倍) / ⚠ペナルティ2件
86,4480.T,メドレー,49.0,21,35,72,💼 保有継続,1958.0,289.36,,0.04682515179582176,0.9,startup_growth,政策(startup_growth) / 出来高急増 / 信用良好(0.9倍) / ⚠ペナルティ2件
87,4483.T,JMDC,48.9,52,35,72,💼 保有継続,3900.0,112.15,,0.08764601769911505,5.12,startup_growth,政策(startup_growth) / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
88,3479.T,ティーケーピー,48.5,65,35,72,💼 保有継続,2357.0,,,-0.09968129303966763,1.35,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
89,5139.T,オープンワーク,48.5,35,37,72,💼 保有継続,915.0,,,0.06458478301849468,,startup_growth,政策(startup_growth) / RSI底値圏
90,6758.T,ソニーグループ,48.5,21,56,84,💼 保有継続,3306.0,13.9,,0.15412531961307974,31.58,semiconductor,🏛️政策主力(semiconductor) / RSI底値圏 / ⚠信用過熱(31.6倍) / ⚠ペナルティ1件
91,6702.T,富士通,48.4,18,52,90,💼 保有継続,3313.0,15.78,,0.13103584253719525,20.44,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(20.4倍) / ⚠ペナルティ1件
92,6701.T,NEC,48.4,18,52,90,💼 保有継続,3673.0,11.7,,0.11436447321448365,51.82,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / RSI底値圏 / ⚠信用過熱(51.8倍) / ⚠ペナルティ1件"
93,3915.T,テラスカイ,48.0,18,55,72,💼 保有継続,1848.0,18.89,,0.23527149768602018,2.31,startup_growth,政策(startup_growth) / RSI底値圏
94,4449.T,ギフティ,47.8,37,39,72,💼 保有継続,951.0,117.8,,0.17271474506201195,21.19,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠信用過熱(21.2倍) / ⚠ペナルティ2件
95,8411.T,みずほFG,47.7,38,52,68,💼 保有継続,6930.0,8.6,,0.05031078676213846,4.81,finance,GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ1件
96,5253.T,カバー,47.5,21,50,72,💼 保有継続,1590.0,,,0.5515370705244123,2.52,startup_growth,政策(startup_growth)
97,5254.T,Arent,47.3,76,35,72,💼 保有継続,4035.0,,,-0.023186615431215217,221.12,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(221.1倍) / ⚠ペナルティ2件
98,6544.T,ジャパンエレベーターサービスHD,47.2,26,43,72,💼 保有継続,1641.5,86.5,,0.2248453117563065,1.93,startup_growth,政策(startup_growth)
99,4377.T,ワンキャリア,47.0,25,50,72,💼 保有継続,1773.0,,,0.5769762579252664,1086.5,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠信用過熱(1086.5倍) / ⚠ペナルティ2件
100,9984.T,ソフトバンクグループ,47.0,15,65,78,💼 保有継続,4096.0,3.6,,0.48838897286062116,8.59,ai_digital,政策(ai_digital) / ⚠信用過熱(8.6倍) / ⚠ペナルティ1件
101,5592.T,5592.T,46.8,19,50,72,💼 保有継続,2534.0,,,0.7504057661935508,,startup_growth,政策(startup_growth)
102,7172.T,ジャパンインベストメントアドバイザー,46.5,35,47,72,💼 保有継続,1966.0,10.4,,0.09801714212613534,81.47,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(81.5倍) / ⚠ペナルティ1件
103,7270.T,SUBARU,46.3,18,45,90,💼 保有継続,2916.5,22.09,,0.043037910599723804,5.01,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(5.0倍) / ⚠ペナルティ1件
104,4704.T,トレンドマイクロ,46.3,30,35,78,💼 保有継続,4906.0,30.72,,0.1420785804816223,16.9,ai_digital,政策(ai_digital) / RSI底値圏 / 出来高急増 / ⚠信用過熱(16.9倍) / ⚠ペナルティ2件
105,8306.T,三菱UFJ,46.2,38,47,68,💼 保有継続,2888.0,9.8,,0.043859038621984314,7.3,finance,GC形成中 / 75日MA上 / ⚠信用過熱(7.3倍) / ⚠ペナルティ1件
106,7059.T,コプロ・ホールディングス,46.1,26,56,72,💼 保有継続,964.0,13.6,,0.1608919517594695,76.85,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(76.8倍) / ⚠ペナルティ1件
107,9338.T,INFORICH,45.8,63,35,72,💼 保有継続,4545.0,,,-1.1640618696007718,1342.83,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(1342.8倍) / ⚠ペナルティ3件
108,3769.T,GMOペイメントゲートウェイ,45.5,33,39,78,💼 保有継続,7489.0,120.19,,0.15791334253698558,12.86,"ai_digital, finance",政策(ai_digital) / RSI底値圏 / ⚠信用過熱(12.9倍) / ⚠ペナルティ1件
109,9556.T,INTLOOP,45.5,15,50,72,💼 保有継続,2961.0,,,0.5621040415298175,,startup_growth,政策(startup_growth) / RSI底値圏
110,4417.T,グローバルセキュリティエキスパート,45.3,18,46,72,💼 保有継続,2260.0,,,0.17794186166221432,,startup_growth,政策(startup_growth) / RSI底値圏
111,4371.T,コアコンセプト・テクノロジー,44.8,31,46,72,💼 保有継続,1071.0,,,0.17422547993019197,16.22,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(16.2倍) / ⚠ペナルティ1件
112,6501.T,日立製作所,44.6,19,57,74,💼 保有継続,4813.0,9.6,,0.1125138844277283,13.77,green_energy,政策(green_energy) / GC形成中 / ⚠信用過熱(13.8倍) / ⚠ペナルティ1件
113,9433.T,KDDI,44.6,5,52,78,💼 保有継続,2620.0,11.95,,0.1368769591488575,2.62,ai_digital,政策(ai_digital)
114,9432.T,NTT,44.2,18,52,78,💼 保有継続,150.8,11.5,,0.12114458486888359,47.27,ai_digital,政策(ai_digital) / RSI底値圏 / ⚠信用過熱(47.3倍) / ⚠ペナルティ1件
115,6526.T,ソシオネクスト,44.2,18,45,84,💼 保有継続,1945.5,,,0.01798569959351584,12.17,semiconductor,🏛️政策主力(semiconductor) / RSI底値圏 / ⚠信用過熱(12.2倍) / ⚠ペナルティ1件
116,9211.T,エフ・コード,44.0,11,50,72,💼 保有継続,1458.0,,,0.7148518688131892,,startup_growth,政策(startup_growth)
117,3692.T,FFRIセキュリティ,43.8,23,35,72,💼 保有継続,7610.0,72.23,,0.1352948137404232,1.58,startup_growth,政策(startup_growth) / RSI底値圏
118,5038.T,eWeLL,43.8,23,35,72,💼 保有継続,2195.0,,,1.128219054360827,,startup_growth,政策(startup_growth)
119,1662.T,石油資源開発,43.5,65,35,72,💼 保有継続,2320.0,,,-0.006271691998932087,16.42,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(16.4倍) / ⚠ペナルティ2件
120,6027.T,弁護士ドットコム,43.4,22,35,72,💼 保有継続,2287.0,2998.7,,0.029438130120350285,1.01,startup_growth,政策(startup_growth) / RSI底値圏
121,9168.T,ライズ・コンサルティング・グループ,43.0,21,35,72,💼 保有継続,504.0,,,-0.10152224611747047,,startup_growth,政策(startup_growth) / RSI底値圏
122,7095.T,Macbee Planet,43.0,14,43,72,💼 保有継続,1426.0,36.84,,0.2892649391856161,,startup_growth,政策(startup_growth)
123,3491.T,GA technologies,42.5,16,39,72,💼 保有継続,1576.0,92.48,,0.152250885179565,,startup_growth,政策(startup_growth)
124,4413.T,ボードルア,42.5,21,50,72,💼 保有継続,1718.0,,,0.32544086401989075,86.78,startup_growth,政策(startup_growth) / ⚠信用過熱(86.8倍) / ⚠ペナルティ1件
125,4194.T,ビジョナル,42.5,25,35,72,💼 保有継続,6347.0,127.7,,0.06301029463968762,17.92,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠信用過熱(17.9倍) / ⚠ペナルティ2件
126,4563.T,アンジェス,42.4,62,35,72,💼 保有継続,62.0,,,-0.12881128713795348,21.5,startup_growth,政策(startup_growth) / ⚠信用過熱(21.5倍) / ⚠ペナルティ2件
127,9467.T,アルファポリス,41.8,18,51,72,💼 保有継続,1226.0,23.84,,0.1783733265557723,16.28,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(16.3倍) / ⚠ペナルティ1件
128,9348.T,ispace,41.8,46,35,72,💼 保有継続,575.0,,,-0.35687576639078306,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
129,5032.T,ANYCOLOR,41.5,18,50,72,💼 保有継続,3815.0,,,0.26581560283687944,22.92,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(22.9倍) / ⚠ペナルティ1件
130,3989.T,シェアリングテクノロジー,41.1,44,35,72,💼 保有継続,1146.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
131,4071.T,4071.T,40.8,22,43,72,💼 保有継続,2028.0,80.4,,0.29115537468662256,6.53,startup_growth,政策(startup_growth) / ⚠信用過熱(6.5倍) / ⚠ペナルティ1件
