ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,時価総額(億円),PER,PBR,政策セクター,コメント
12,7164.T,7164.T,66.5,74,56,68,👀 監視・買い検討,3166.0,0.0,,,finance,総合的に良好な状態
13,6503.T,6503.T,66.2,79,42,74,👀 監視・買い検討,5850.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中 / 出来高急増
14,7685.T,7685.T,66.0,83,39,72,👀 監視・買い検討,6200.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
15,1803.T,1803.T,66.0,68,52,76,👀 監視・買い検討,3452.0,0.0,,,infrastructure,政策重点銘柄（infrastructure） / ゴールデンクロス形成中
16,6196.T,6196.T,65.8,79,43,72,👀 監視・買い検討,4360.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
17,1802.T,1802.T,65.4,62,57,76,👀 監視・買い検討,4153.0,0.0,,,infrastructure,政策重点銘柄（infrastructure） / ゴールデンクロス形成中
18,5714.T,5714.T,65.2,74,47,72,👀 監視・買い検討,10140.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
19,3407.T,3407.T,64.8,73,42,76,👀 監視・買い検討,1740.0,0.0,,,infrastructure,政策重点銘柄（infrastructure） / ゴールデンクロス形成中
20,4042.T,4042.T,64.8,73,47,72,👀 監視・買い検討,2640.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
21,8750.T,8750.T,64.6,72,52,68,👀 監視・買い検討,1562.0,0.0,,,finance,ゴールデンクロス形成中 / 出来高急増
22,6146.T,6146.T,64.5,67,39,84,👀 監視・買い検討,74060.0,0.0,,,semiconductor,政策重点銘柄（semiconductor） / ゴールデンクロス形成中
23,9984.T,9984.T,64.3,50,65,78,👀 監視・買い検討,4329.0,0.0,,,ai_digital,政策重点銘柄（ai_digital）
24,6952.T,6952.T,64.0,67,30,90,👀 監視・買い検討,1604.5,0.0,,,defense,政策重点銘柄（defense） / ゴールデンクロス形成中
25,8411.T,8411.T,63.9,70,52,68,👀 監視・買い検討,7175.0,0.0,,,finance,ゴールデンクロス形成中
26,5444.T,5444.T,63.8,85,25,76,👀 監視・買い検討,12755.0,0.0,,,infrastructure,政策重点銘柄（infrastructure） / ゴールデンクロス形成中
27,7033.T,7033.T,63.3,78,36,72,👀 監視・買い検討,1382.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / 出来高急増
28,8001.T,8001.T,63.2,68,52,68,👀 監視・買い検討,2192.5,0.0,,,finance,ゴールデンクロス形成中
29,7047.T,7047.T,63.2,83,30,72,👀 監視・買い検討,2513.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
30,7012.T,7012.T,63.1,63,32,90,👀 監視・買い検討,17915.0,0.0,,,defense,政策重点銘柄（defense） / ゴールデンクロス形成中
31,3436.T,3436.T,63.0,78,35,72,👀 監視・買い検討,1614.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
32,5253.T,5253.T,63.0,65,50,72,👀 監視・買い検討,1690.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
33,7011.T,7011.T,62.9,64,30,90,👀 監視・買い検討,4965.0,0.0,,,defense,政策重点銘柄（defense） / ゴールデンクロス形成中
34,4208.T,4208.T,62.8,65,47,74,👀 監視・買い検討,2802.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中
35,9348.T,9348.T,62.8,80,32,72,👀 監視・買い検討,601.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
36,5254.T,5254.T,62.5,79,32,72,👀 監視・買い検討,4040.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
37,9338.T,9338.T,62.5,79,32,72,👀 監視・買い検討,4545.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
38,8306.T,8306.T,62.4,70,47,68,👀 監視・買い検討,2942.0,0.0,,,finance,ゴールデンクロス形成中
39,5020.T,5020.T,62.3,68,42,74,👀 監視・買い検討,1456.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中
40,3479.T,3479.T,62.1,78,32,72,👀 監視・買い検討,2370.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
41,8591.T,8591.T,62.0,69,47,68,👀 監視・買い検討,5410.0,0.0,,,finance,ゴールデンクロス形成中
42,4183.T,4183.T,62.0,65,47,72,👀 監視・買い検討,2313.5,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
43,4523.T,4523.T,61.9,67,30,84,👀 監視・買い検討,5114.0,0.0,,,semiconductor,政策重点銘柄（semiconductor） / 出来高急増
44,8113.T,8113.T,61.6,72,35,74,👀 監視・買い検討,1065.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中
45,7762.T,7762.T,61.4,58,32,90,👀 監視・買い検討,1727.0,0.0,,,defense,政策重点銘柄（defense） / ゴールデンクロス形成中
46,9531.T,9531.T,60.8,68,37,74,👀 監視・買い検討,7575.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中
47,8316.T,8316.T,60.5,69,42,68,👀 監視・買い検討,5963.0,0.0,,,finance,ゴールデンクロス形成中
48,1662.T,1662.T,60.5,70,36,72,👀 監視・買い検討,2357.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
49,6367.T,6367.T,60.4,73,30,74,👀 監視・買い検討,19730.0,0.0,,,green_energy,政策重点銘柄（green_energy） / 出来高急増
50,7157.T,7157.T,60.3,73,32,72,👀 監視・買い検討,2091.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
51,9158.T,9158.T,60.2,57,50,72,👀 監視・買い検討,938.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
52,8725.T,8725.T,59.8,67,42,68,⏸️ 様子見,4320.0,0.0,,,finance,ゴールデンクロス形成中
53,5707.T,5707.T,59.8,50,57,72,⏸️ 様子見,1547.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
54,6030.T,6030.T,59.8,62,43,72,⏸️ 様子見,1971.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
55,6479.T,6479.T,59.5,50,35,90,⏸️ 様子見,3310.0,0.0,,,defense,政策重点銘柄（defense） / ゴールデンクロス形成中
56,4519.T,4519.T,59.4,79,36,60,⏸️ 様子見,9930.0,0.0,,,medical,ゴールデンクロス形成中 / 出来高急増
57,6723.T,6723.T,59.0,59,30,84,⏸️ 様子見,2908.0,0.0,,,semiconductor,政策重点銘柄（semiconductor） / ゴールデンクロス形成中
58,4502.T,4502.T,58.8,72,42,60,⏸️ 様子見,5790.0,0.0,,,medical,ゴールデンクロス形成中 / 出来高急増
59,3989.T,3989.T,58.6,68,32,72,⏸️ 様子見,1138.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中 / 出来高急増
60,5019.T,5019.T,58.3,69,30,72,⏸️ 様子見,1416.5,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
61,9279.T,9279.T,58.2,73,25,72,⏸️ 様子見,3920.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
62,4565.T,4565.T,58.2,73,25,72,⏸️ 様子見,897.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
63,4575.T,4575.T,58.2,67,32,72,⏸️ 様子見,849.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
64,4592.T,4592.T,57.9,66,32,72,⏸️ 様子見,2258.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / 出来高急増
65,4483.T,4483.T,57.7,67,30,72,⏸️ 様子見,3960.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
66,4021.T,4021.T,57.6,67,44,60,⏸️ 様子見,6597.0,0.0,,,medical,ゴールデンクロス形成中
67,8789.T,8789.T,57.2,70,25,72,⏸️ 様子見,148.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
68,6920.T,6920.T,56.6,41,43,84,⏸️ 様子見,30640.0,0.0,,,semiconductor,政策重点銘柄（semiconductor） / ゴールデンクロス形成中
69,4704.T,4704.T,56.3,53,35,78,⏸️ 様子見,5688.0,0.0,,,ai_digital,政策重点銘柄（ai_digital） / 出来高急増
70,5741.T,5741.T,56.1,61,32,72,⏸️ 様子見,2480.0,0.0,,,rare_earth,政策重点銘柄（rare_earth） / ゴールデンクロス形成中
71,9613.T,9613.T,55.6,50,36,78,⏸️ 様子見,3965.0,0.0,,,ai_digital,政策重点銘柄（ai_digital）
72,7388.T,7388.T,55.2,43,50,72,⏸️ 様子見,2281.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
73,7741.T,7741.T,55.1,64,39,60,⏸️ 様子見,27545.0,0.0,,,medical,ゴールデンクロス形成中
74,9519.T,9519.T,55.0,42,48,74,⏸️ 様子見,721.0,0.0,,,"green_energy, startup_growth","政策重点銘柄（green_energy, startup_growth）"
75,5592.T,5592.T,54.9,42,50,72,⏸️ 様子見,2720.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
76,4563.T,4563.T,54.8,57,32,72,⏸️ 様子見,63.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
77,4894.T,4894.T,54.8,57,32,72,⏸️ 様子見,8320.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
78,3491.T,3491.T,54.4,50,39,72,⏸️ 様子見,1635.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / 出来高急増
79,6501.T,6501.T,53.5,30,57,74,⏸️ 様子見,4930.0,0.0,,,green_energy,政策重点銘柄（green_energy） / ゴールデンクロス形成中
80,7059.T,7059.T,53.5,33,56,72,⏸️ 様子見,998.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
81,6544.T,6544.T,53.5,44,43,72,⏸️ 様子見,1630.5,0.0,,,startup_growth,政策重点銘柄（startup_growth）
82,3692.T,3692.T,53.2,50,35,72,⏸️ 様子見,8870.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
83,3498.T,3498.T,53.1,36,51,72,⏸️ 様子見,7350.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
84,7806.T,7806.T,53.0,58,25,72,⏸️ 様子見,5270.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
85,5139.T,5139.T,52.8,47,37,72,⏸️ 様子見,963.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
86,5842.T,5842.T,52.6,51,32,72,⏸️ 様子見,3325.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
87,4259.T,4259.T,52.3,50,32,72,⏸️ 様子見,690.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
88,4371.T,4371.T,52.3,38,46,72,⏸️ 様子見,1120.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
89,4417.T,4417.T,52.3,38,46,72,⏸️ 様子見,2760.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
90,6200.T,6200.T,52.1,40,43,72,⏸️ 様子見,708.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
91,3496.T,3496.T,51.8,39,43,72,⏸️ 様子見,4360.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
92,7095.T,7095.T,51.8,39,43,72,⏸️ 様子見,1461.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
93,4431.T,4431.T,51.6,42,39,72,⏸️ 様子見,2588.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / 出来高急増
94,3697.T,3697.T,51.1,44,35,72,⏸️ 様子見,657.1,0.0,,,startup_growth,政策重点銘柄（startup_growth）
95,4375.T,4375.T,50.9,46,32,72,⏸️ 様子見,836.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / ゴールデンクロス形成中
96,9433.T,9433.T,50.6,22,52,78,⏸️ 様子見,2616.0,0.0,,,ai_digital,政策重点銘柄（ai_digital）
97,6532.T,6532.T,50.3,35,43,72,⏸️ 様子見,4480.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
98,5032.T,5032.T,49.6,27,50,72,💼 保有継続,4020.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
99,2980.T,2980.T,49.6,44,30,72,💼 保有継続,2789.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
100,5243.T,5243.T,49.5,42,32,72,💼 保有継続,2160.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
101,7352.T,7352.T,49.3,39,35,72,💼 保有継続,605.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
102,3133.T,3133.T,49.3,39,35,72,💼 保有継続,374.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / 出来高急増
103,7373.T,7373.T,49.1,35,39,72,💼 保有継続,1857.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
104,3915.T,3915.T,49.0,21,55,72,💼 保有継続,1892.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
105,6562.T,6562.T,48.5,45,25,72,💼 保有継続,1047.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
106,3769.T,3769.T,48.1,26,39,78,💼 保有継続,7444.0,0.0,,,"ai_digital, finance","政策重点銘柄（ai_digital, finance） / RSI売られすぎ圏（反発期待）"
107,3923.T,3923.T,47.9,28,43,72,💼 保有継続,766.1,0.0,,,startup_growth,政策重点銘柄（startup_growth）
108,9432.T,9432.T,47.8,14,52,78,💼 保有継続,151.0,0.0,,,ai_digital,政策重点銘柄（ai_digital） / RSI売られすぎ圏（反発期待）
109,4384.T,4384.T,47.4,42,25,72,💼 保有継続,1899.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
110,4377.T,4377.T,46.8,19,50,72,💼 保有継続,1937.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
111,4413.T,4413.T,46.8,19,50,72,💼 保有継続,1712.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
112,9552.T,9552.T,46.8,19,50,72,💼 保有継続,783.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
113,4593.T,4593.T,46.7,34,32,72,💼 保有継続,358.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
114,3182.T,3182.T,46.6,14,55,72,💼 保有継続,1385.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
115,9211.T,9211.T,46.5,18,50,72,💼 保有継続,1488.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
116,4307.T,4307.T,46.3,21,39,78,💼 保有継続,3833.0,0.0,,,ai_digital,政策重点銘柄（ai_digital） / RSI売られすぎ圏（反発期待）
117,4071.T,4071.T,46.1,23,43,72,💼 保有継続,2038.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
118,7172.T,7172.T,46.0,19,47,72,💼 保有継続,1963.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
119,5038.T,5038.T,46.0,32,32,72,💼 保有継続,2218.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
120,4051.T,4051.T,45.8,33,30,72,💼 保有継続,5000.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
121,4449.T,4449.T,45.3,24,39,72,💼 保有継続,982.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
122,9556.T,9556.T,45.1,14,50,72,💼 保有継続,3085.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
123,4475.T,4475.T,44.8,26,35,72,💼 保有継続,982.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
124,9467.T,9467.T,44.7,12,51,72,💼 保有継続,1250.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
125,4419.T,4419.T,44.2,27,32,72,💼 保有継続,843.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
126,6526.T,6526.T,43.9,14,32,84,💼 保有継続,1946.5,0.0,,,semiconductor,政策重点銘柄（semiconductor） / RSI売られすぎ圏（反発期待）
127,9168.T,9168.T,43.9,26,32,72,💼 保有継続,516.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
128,6869.T,6869.T,43.8,35,35,60,💼 保有継続,1338.5,0.0,,,medical,特段の注目シグナルなし
129,3993.T,3993.T,43.3,21,36,72,💼 保有継続,2758.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
130,5246.T,5246.T,43.2,24,32,72,💼 保有継続,607.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
131,4443.T,4443.T,43.2,30,25,72,💼 保有継続,1105.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
132,4058.T,4058.T,43.0,21,35,72,💼 保有継続,1799.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
133,3984.T,3984.T,43.0,21,35,72,💼 保有継続,1591.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
134,4480.T,4480.T,42.5,28,25,72,💼 保有継続,2045.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
135,2998.T,2998.T,42.2,17,37,72,💼 保有継続,761.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
136,4543.T,4543.T,42.2,35,30,60,💼 保有継続,1962.0,0.0,,,medical,特段の注目シグナルなし
137,5027.T,5027.T,41.6,17,35,72,💼 保有継続,473.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
138,9166.T,9166.T,41.5,19,32,72,💼 保有継続,611.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
139,4165.T,4165.T,41.5,19,32,72,💼 保有継続,503.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
140,3994.T,3994.T,41.1,18,32,72,💼 保有継続,3052.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
141,3668.T,3668.T,40.8,27,25,68,💼 保有継続,425.0,0.0,,,finance,ゴールデンクロス形成中
142,6027.T,6027.T,40.0,21,25,72,💼 保有継続,2307.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
143,4393.T,4393.T,39.7,14,32,72,📉 売り検討,5450.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
144,4180.T,4180.T,39.0,12,32,72,📉 売り検討,700.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
145,4194.T,4194.T,38.4,12,30,72,📉 売り検討,6878.0,0.0,,,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
146,4477.T,4477.T,38.3,16,25,72,📉 売り検討,302.0,0.0,,,startup_growth,政策重点銘柄（startup_growth）
