ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
23,7721.T,東京計器,64.5,70,45,90,👀 監視・買い検討,8370.0,16.37,0.0,0.02958765146059676,4.21,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
24,5592.T,5592.T,63.7,67,50,72,👀 監視・買い検討,2679.0,,,0.7504057661935508,,startup_growth,政策(startup_growth) / 75日MA上
25,5711.T,三菱マテリアル,63.5,65,52,72,👀 監視・買い検討,5179.0,13.8,0.01,0.03972532283843918,2.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
26,5253.T,カバー,63.0,65,50,72,👀 監視・買い検討,1689.0,,,0.5515370705244123,2.18,startup_growth,政策(startup_growth) / 75日MA上
27,6208.T,石川製作所,62.8,65,45,90,👀 監視・買い検討,2597.0,91.3,0.03,0.03218271476771347,4.36,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.4倍) / ⚠ペナルティ1件
28,6701.T,NEC,62.6,50,62,90,👀 監視・買い検討,4445.0,11.7,0.01,0.11436447321448365,31.0,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(31.0倍) / ⚠ペナルティ1件"
29,4578.T,大塚ホールディングス,62.4,65,52,60,👀 監視・買い検討,10060.0,16.2,0.01,0.07997138808286659,0.74,medical,GC形成中 / 75日MA上 / 信用良好(0.7倍) / ⚠ペナルティ1件
30,7047.T,ポート,62.0,85,40,72,👀 監視・買い検討,2358.0,53.4,0.04,0.0791295746785361,501.09,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(501.1倍) / ⚠ペナルティ1件
31,7164.T,全国保証,61.6,43,66,68,👀 監視・買い検討,3144.0,12.9,0.02,0.1627999517665501,0.92,finance,GC形成中 / 75日MA上 / 割安 / 信用良好(0.9倍) / ⚠ペナルティ1件
32,5801.T,古河電気工業,61.3,63,47,72,👀 監視・買い検討,28150.0,20.93,0.01,0.03427065628598059,1.74,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
33,4502.T,武田薬品工業,61.1,70,52,60,👀 監視・買い検討,5687.0,16.6,0.01,0.07262741837878056,2.53,medical,GC形成中 / 75日MA上
34,4523.T,エーザイ,60.7,65,45,84,👀 監視・買い検討,4860.0,50.7,0.03,0.05978041650453748,9.47,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(9.5倍) / ⚠ペナルティ1件"
35,8035.T,東京エレクトロン,60.1,38,58,84,👀 監視・買い検討,41790.0,29.95,0.07,0.2371169338702782,2.83,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
36,5714.T,DOWAホールディングス,60.0,65,57,72,👀 監視・買い検討,10165.0,12.56,0.01,0.07886814954014058,8.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
37,9211.T,エフ・コード,60.0,71,50,72,👀 監視・買い検討,1600.0,,,0.7148518688131892,7971.0,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(7971.0倍) / ⚠ペナルティ1件
38,4519.T,中外製薬,59.6,65,53,60,⏸️ 様子見,9586.0,42.12,0.09,0.21911463536336112,2.46,medical,GC形成中 / 75日MA上
39,6544.T,ジャパンエレベーターサービスHD,59.3,52,53,72,⏸️ 様子見,1691.0,86.5,0.19,0.2248453117563065,1.95,startup_growth,政策(startup_growth)
40,4062.T,イビデン,59.3,41,45,90,⏸️ 様子見,7880.0,27.67,0.02,0.07984142321422469,2.13,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
41,6367.T,ダイキン工業,59.2,75,40,74,⏸️ 様子見,19970.0,41.8,0.04,0.09204469542288991,6.95,green_energy,政策(green_energy) / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
42,5802.T,住友電気工業,58.8,70,47,72,⏸️ 様子見,9897.0,22.9,0.01,0.029772164526823165,5.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
43,3491.T,GA technologies,58.8,54,49,72,⏸️ 様子見,1647.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
44,4051.T,GMOフィナンシャルゲート,58.8,76,40,72,⏸️ 様子見,5660.0,333.9,0.31,0.09399896262004702,162.55,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(162.6倍) / ⚠ペナルティ1件
45,4592.T,サンバイオ,58.7,80,35,72,⏸️ 様子見,2166.0,,,-0.40549765417054645,698.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(698.1倍) / ⚠ペナルティ1件
46,4565.T,ネクセラファーマ,58.7,80,35,72,⏸️ 様子見,905.0,95.9,0.03,0.02823542887688284,20.66,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(20.7倍) / ⚠ペナルティ1件
47,7157.T,ライフネット生命保険,58.5,65,35,72,⏸️ 様子見,2201.0,,,-0.19701379223079843,2.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
48,3436.T,SUMCO,58.2,70,45,72,⏸️ 様子見,1700.0,25.87,0.02,0.07184446328622575,3.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
49,9433.T,KDDI,57.3,47,62,78,⏸️ 様子見,2668.5,11.95,0.02,0.1368769591488575,3.42,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
50,5707.T,東邦亜鉛,57.2,34,67,72,⏸️ 様子見,1517.0,5.89,0.01,0.1328381246382404,1.67,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
51,1861.T,熊谷組,57.1,44,67,76,⏸️ 様子見,1746.0,7.8,0.01,0.10940885647144993,8.94,infrastructure,政策(infrastructure) / RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(8.9倍) / ⚠ペナルティ1件
52,6200.T,インソース,56.8,59,53,72,⏸️ 様子見,725.0,58.2,0.2,0.3491226604426605,34.2,startup_growth,政策(startup_growth) / ⚠信用過熱(34.2倍) / ⚠ペナルティ1件
53,4431.T,スマレジ,56.3,47,49,72,⏸️ 様子見,2463.0,100.5,0.16,0.15881981117501018,1.22,startup_growth,政策(startup_growth)
54,7203.T,トヨタ自動車,55.9,37,57,74,⏸️ 様子見,3515.0,10.7,0.01,0.09593268350803799,2.07,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安
55,1811.T,前田建設工業,55.9,62,42,76,⏸️ 様子見,8930.0,11.5,0.0,0.043146663807200496,36.0,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(36.0倍) / ⚠ペナルティ1件
56,2986.T,LAホールディングス,55.7,44,67,72,⏸️ 様子見,9470.0,6.8,0.01,0.1495038388997936,85.61,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(85.6倍) / ⚠ペナルティ1件
57,4483.T,JMDC,55.7,67,40,72,⏸️ 様子見,4125.0,112.15,0.1,0.08764601769911505,4.34,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
58,6503.T,三菱電機,55.4,38,52,90,⏸️ 様子見,5518.0,18.7,0.01,0.06727905661895674,12.24,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(12.2倍) / ⚠ペナルティ1件"
59,4042.T,東ソー,55.2,37,57,72,⏸️ 様子見,2505.0,10.7,0.01,0.09562945174321688,2.96,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
60,4021.T,日産化学,55.0,65,54,60,⏸️ 様子見,6459.0,25.5,0.04,0.16684030287471774,3.99,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
61,5019.T,出光興産,55.0,65,40,72,⏸️ 様子見,1427.0,24.3,0.01,0.02873752403023201,7.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
62,1802.T,大林組,55.0,38,67,76,⏸️ 様子見,3994.0,7.4,0.01,0.10268415422789895,9.45,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.4倍) / ⚠ペナルティ1件
63,6702.T,富士通,54.9,28,62,90,⏸️ 様子見,3683.0,15.78,0.02,0.13103584253719525,32.29,defense,🏛️政策主力(defense) / ⚠信用過熱(32.3倍) / ⚠ペナルティ1件
64,7735.T,SCREENホールディングス,54.8,34,45,84,⏸️ 様子見,20800.0,29.9,0.02,0.07271227726950151,2.99,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
65,6532.T,ベイカレント,54.6,53,53,72,⏸️ 様子見,4766.0,32.8,0.11,0.33359984009594246,7.05,startup_growth,政策(startup_growth) / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
66,1812.T,鹿島建設,54.6,37,67,76,⏸️ 様子見,6441.0,8.1,0.01,0.11134870242742477,19.15,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(19.1倍) / ⚠ペナルティ1件
67,5038.T,eWeLL,54.6,54,35,72,⏸️ 様子見,2342.0,,,1.128219054360827,,startup_growth,政策(startup_growth)
68,7806.T,MTG,54.5,68,35,72,⏸️ 様子見,5800.0,39.54,0.02,0.04556455227225194,4.52,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
69,7762.T,シチズン時計,54.5,70,45,90,⏸️ 様子見,1752.0,,,-0.11825860643415514,8.89,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.9倍) / ⚠ペナルティ2件
70,7013.T,IHI,54.3,41,45,90,⏸️ 様子見,3815.0,25.47,0.01,0.04353174695530457,7.42,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(7.4倍) / ⚠ペナルティ1件
71,3993.T,PKSHA Technology,54.2,67,35,72,⏸️ 様子見,3335.0,418.8,0.02,0.004855273967393742,5.25,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
72,4475.T,HENNGE,54.0,58,45,72,⏸️ 様子見,1028.0,427.6,0.52,0.12146270760879062,7.11,startup_growth,政策(startup_growth) / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
73,4593.T,ヘリオス,53.5,85,35,72,⏸️ 様子見,449.0,,,-0.7027027027027027,5.59,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ3件
74,4307.T,野村総合研究所,53.4,47,49,78,⏸️ 様子見,4391.0,38.8,0.06,0.15996308567451853,17.83,ai_digital,政策(ai_digital) / ⚠信用過熱(17.8倍) / ⚠ペナルティ1件
75,7011.T,三菱重工業,53.3,38,45,90,⏸️ 様子見,4761.0,28.52,0.01,0.029742919415490413,6.82,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
76,3915.T,テラスカイ,52.8,23,65,72,⏸️ 様子見,1689.0,18.89,0.04,0.23527149768602018,2.94,startup_growth,政策(startup_growth)
77,7012.T,川崎重工業,52.8,65,45,90,⏸️ 様子見,16340.0,,,-0.04183093654386276,5.77,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(5.8倍) / ⚠ペナルティ2件
78,8591.T,オリックス,52.7,48,57,68,⏸️ 様子見,5062.0,12.0,0.01,0.06352544002620478,13.68,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(13.7倍) / ⚠ペナルティ1件
79,4071.T,4071.T,52.5,47,53,72,⏸️ 様子見,2263.0,80.4,0.23,0.29115537468662256,3.96,startup_growth,政策(startup_growth) / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
80,3923.T,ラクス,52.5,47,53,72,⏸️ 様子見,884.0,131.69,0.49,0.37439428717163986,4.14,startup_growth,政策(startup_growth) / ⚠信用過熱(4.1倍) / ⚠ペナルティ1件
81,1803.T,清水建設,52.4,35,62,76,⏸️ 様子見,3278.0,8.9,0.01,0.09395139790077497,4.69,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
82,3989.T,シェアリングテクノロジー,52.3,76,35,72,⏸️ 様子見,1258.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
83,6723.T,ルネサスエレクトロニクス,52.2,41,45,84,⏸️ 様子見,2610.5,40.7,0.03,0.07398398899953137,3.45,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
84,3769.T,GMOペイメントゲートウェイ,52.0,43,49,78,⏸️ 様子見,8170.0,120.19,0.19,0.15791334253698558,9.83,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
85,3496.T,アズーム,51.8,45,53,72,⏸️ 様子見,4795.0,42.9,0.11,0.25192815355120757,608.44,startup_growth,政策(startup_growth) / ⚠信用過熱(608.4倍) / ⚠ペナルティ1件
86,9984.T,ソフトバンクグループ,51.8,20,75,78,⏸️ 様子見,3926.0,3.6,0.02,0.48838897286062116,10.98,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
87,8001.T,伊藤忠商事,51.7,41,62,68,⏸️ 様子見,2089.5,13.29,0.01,0.1037230249286866,6.41,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
88,4449.T,ギフティ,51.7,48,49,72,⏸️ 様子見,1122.0,117.8,0.2,0.17271474506201195,23.79,startup_growth,政策(startup_growth) / ⚠信用過熱(23.8倍) / ⚠ペナルティ1件
89,6027.T,弁護士ドットコム,51.5,45,35,72,⏸️ 様子見,2801.0,2998.7,0.88,0.029438130120350285,1.07,startup_growth,政策(startup_growth)
90,7059.T,コプロ・ホールディングス,51.5,33,66,72,⏸️ 様子見,964.0,13.6,0.02,0.1608919517594695,15.31,startup_growth,政策(startup_growth) / GC形成中 / 割安 / ⚠信用過熱(15.3倍) / ⚠ペナルティ1件
91,6869.T,シスメックス,51.5,63,45,60,⏸️ 様子見,1541.0,78.08,0.08,0.1044976057749625,15.52,medical,75日MA上 / ⚠信用過熱(15.5倍) / ⚠ペナルティ1件
92,5020.T,ENEOSホールディングス,51.5,43,52,74,⏸️ 様子見,1397.0,14.14,0.01,0.049029120367742055,4.26,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
93,4413.T,ボードルア,51.0,45,50,72,⏸️ 様子見,1992.0,,,0.32544086401989075,121.58,startup_growth,政策(startup_growth) / ⚠信用過熱(121.6倍) / ⚠ペナルティ1件
94,5713.T,住友金属鉱山,50.6,38,57,72,⏸️ 様子見,10125.0,13.88,0.01,0.08492867101226925,4.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
95,3407.T,旭化成,50.5,38,52,76,⏸️ 様子見,1712.0,22.17,0.01,0.05337312274386347,11.04,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
96,4183.T,三井化学,50.2,37,57,72,⏸️ 様子見,2156.0,11.73,0.01,0.0951982247693368,7.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.5倍) / ⚠ペナルティ1件
97,3697.T,SHIFT,50.1,47,45,72,⏸️ 様子見,732.9,154.51,0.19,0.12423400784728651,12.73,startup_growth,政策(startup_growth) / ⚠信用過熱(12.7倍) / ⚠ペナルティ1件
98,4377.T,ワンキャリア,50.0,28,50,72,⏸️ 様子見,2080.0,,,0.5769762579252664,,startup_growth,政策(startup_growth)
99,1662.T,石油資源開発,50.0,75,35,72,⏸️ 様子見,2411.0,,,-0.006271691998932087,12.69,rare_earth,政策(rare_earth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(12.7倍) / ⚠ペナルティ3件
100,2980.T,SREホールディングス,50.0,51,40,72,⏸️ 様子見,2845.0,104.93,0.09,0.08464854889416562,52.94,startup_growth,政策(startup_growth) / ⚠信用過熱(52.9倍) / ⚠ペナルティ1件
101,7270.T,SUBARU,49.3,25,47,90,💼 保有継続,2725.0,22.09,0.01,0.043037910599723804,10.97,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
102,9467.T,アルファポリス,49.3,31,61,72,💼 保有継続,1339.0,23.84,0.04,0.1783733265557723,70.45,startup_growth,政策(startup_growth) / ⚠信用過熱(70.5倍) / ⚠ペナルティ1件
103,3182.T,オイシックス・ラ・大地,49.1,27,65,72,💼 保有継続,1399.0,21.7,0.05,0.2516632484618078,17.6,startup_growth,政策(startup_growth) / ⚠信用過熱(17.6倍) / ⚠ペナルティ1件
104,4419.T,Finatextホールディングス,48.5,65,35,72,💼 保有継続,957.0,,,-0.1561160421964335,,startup_growth,政策(startup_growth) / 75日MA上 / ⚠ペナルティ1件
105,9519.T,レノバ,48.4,29,58,74,💼 保有継続,705.0,24.9,0.19,0.7544584316810911,17.91,"green_energy, startup_growth",政策(green_energy) / GC形成中 / ⚠信用過熱(17.9倍) / ⚠ペナルティ1件
106,4477.T,BASE,48.2,50,35,72,💼 保有継続,315.0,346.3,0.12,0.03601159277301597,65.03,startup_growth,政策(startup_growth) / ⚠信用過熱(65.0倍) / ⚠ペナルティ1件
107,7095.T,Macbee Planet,48.1,20,53,72,💼 保有継続,1414.0,36.84,0.11,0.2892649391856161,,startup_growth,政策(startup_growth)
108,6479.T,ミネベアミツミ,48.0,23,45,90,💼 保有継続,2970.0,29.8,0.03,0.08591327323386702,11.05,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.1倍) / ⚠ペナルティ1件
109,6501.T,日立製作所,48.0,20,67,74,💼 保有継続,4831.0,9.6,0.01,0.1125138844277283,18.8,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(18.8倍) / ⚠ペナルティ1件
110,8411.T,みずほFG,48.0,39,52,68,💼 保有継続,6552.0,8.6,0.0,0.05031078676213846,7.64,finance,GC形成中 / 75日MA上 / ⚠信用過熱(7.6倍) / ⚠ペナルティ1件
111,9432.T,NTT,47.9,20,62,78,💼 保有継続,151.1,11.5,0.01,0.12114458486888359,69.6,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(69.6倍) / ⚠ペナルティ1件
112,4384.T,ラクスル,47.8,49,35,72,💼 保有継続,1895.0,917.05,0.18,0.02001000500250125,8.69,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / ⚠信用過熱(8.7倍) / ⚠ペナルティ1件
113,4417.T,グローバルセキュリティエキスパート,47.8,25,46,72,💼 保有継続,2510.0,,,0.17794186166221432,,startup_growth,政策(startup_growth)
114,8725.T,MS&AD,47.7,38,52,68,💼 保有継続,4122.0,12.7,0.01,0.046182871993953926,7.11,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
115,4208.T,UBE,47.4,27,57,74,💼 保有継続,2673.0,10.4,0.01,0.06025720178123399,14.78,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(14.8倍) / ⚠ペナルティ1件
116,8113.T,ユニ・チャーム,47.3,37,45,74,💼 保有継続,952.6,55.8,0.06,0.10617401146445653,7.05,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
117,9556.T,INTLOOP,47.2,20,50,72,💼 保有継続,2902.0,,,0.5621040415298175,,startup_growth,政策(startup_growth)
118,4443.T,Sansan,47.1,47,35,72,💼 保有継続,1240.0,1408.6,0.2,0.014462809917355372,6.76,startup_growth,政策(startup_growth) / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
119,7033.T,マネジメントソリューションズ,47.0,75,35,72,💼 保有継続,1466.0,,,-0.008154056711359832,5.17,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ2件
120,3498.T,霞ヶ関キャピタル,46.9,24,61,72,💼 保有継続,7250.0,17.54,0.03,0.1616388096208724,15.76,startup_growth,政策(startup_growth) / ⚠信用過熱(15.8倍) / ⚠ペナルティ1件
121,4543.T,テルモ,46.9,54,40,60,💼 保有継続,2061.0,39.08,0.04,0.09019660029276425,11.24,medical,⚠信用過熱(11.2倍) / ⚠ペナルティ1件
122,4324.T,電通グループ,46.7,54,35,78,💼 保有継続,2900.0,,,-0.21543125802319318,1.02,ai_digital,政策(ai_digital) / ⚠ペナルティ1件
123,4004.T,レゾナックHD,46.6,68,42,72,💼 保有継続,12190.0,11.7,,-0.10626114081996435,3.51,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ2件
124,8306.T,三菱UFJ,46.5,39,47,68,💼 保有継続,2759.5,9.8,0.0,0.043859038621984314,10.05,finance,GC形成中 / 75日MA上 / ⚠信用過熱(10.1倍) / ⚠ペナルティ1件
125,5842.T,インテグラル,46.5,31,35,72,💼 保有継続,3300.0,,,0.037527593818984545,,startup_growth,政策(startup_growth)
126,7172.T,ジャパンインベストメントアドバイザー,46.0,25,57,72,💼 保有継続,1996.0,10.4,0.01,0.09801714212613534,62.24,startup_growth,政策(startup_growth) / 割安 / ⚠信用過熱(62.2倍) / ⚠ペナルティ1件
127,4704.T,トレンドマイクロ,45.6,28,45,78,💼 保有継続,5508.0,30.72,0.04,0.1420785804816223,9.15,ai_digital,政策(ai_digital) / ⚠信用過熱(9.2倍) / ⚠ペナルティ1件
128,9168.T,ライズ・コンサルティング・グループ,45.5,28,35,72,💼 保有継続,507.0,,,-0.10152224611747047,,startup_growth,政策(startup_growth)
129,5254.T,Arent,45.5,71,35,72,💼 保有継続,4570.0,,,-0.023186615431215217,530.67,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(530.7倍) / ⚠ペナルティ2件
