ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
29,6920.T,レーザーテック,65.5,72,53,84,👀 監視・買い検討,34290.0,101.1,0.35,0.34880771182141046,6.83,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
30,1861.T,熊谷組,65.5,68,67,76,👀 監視・買い検討,1990.0,7.8,0.01,0.10940885647144993,7.79,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.8倍) / ⚠ペナルティ1件
31,4208.T,UBE,65.3,78,57,74,👀 監視・買い検討,2849.0,10.4,0.01,0.06025720178123399,14.66,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(14.7倍) / ⚠ペナルティ1件
32,9531.T,東京ガス,65.0,63,47,74,👀 監視・買い検討,7689.0,21.9,0.01,0.04201495241756777,0.98,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(1.0倍) / ⚠ペナルティ1件
33,7721.T,東京計器,64.8,71,45,90,👀 監視・買い検討,9210.0,16.37,0.0,0.02958765146059676,3.53,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
34,4042.T,東ソー,64.6,78,57,72,👀 監視・買い検討,2718.5,10.7,0.01,0.09562945174321688,3.25,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.2倍) / ⚠ペナルティ1件
35,4063.T,信越化学工業,64.2,71,50,84,👀 監視・買い検討,6323.0,26.3,0.03,0.10175620317845234,6.29,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.3倍) / ⚠ペナルティ1件"
36,4578.T,大塚ホールディングス,64.1,70,52,60,👀 監視・買い検討,10445.0,16.2,0.01,0.07997138808286659,0.81,medical,GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
37,3407.T,旭化成,63.8,76,52,76,👀 監視・買い検討,1884.5,22.17,0.01,0.05337312274386347,10.23,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(10.2倍) / ⚠ペナルティ1件
38,6208.T,石川製作所,63.8,68,45,90,👀 監視・買い検討,2867.0,91.3,0.03,0.03218271476771347,3.5,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
39,7735.T,SCREENホールディングス,63.4,73,45,84,👀 監視・買い検討,22240.0,29.9,0.02,0.07271227726950151,3.65,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
40,6503.T,三菱電機,63.4,61,52,90,👀 監視・買い検討,5994.0,18.7,0.01,0.06727905661895674,13.67,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(13.7倍) / ⚠ペナルティ1件"
41,3436.T,SUMCO,62.8,83,45,72,👀 監視・買い検討,1784.0,25.87,0.02,0.07184446328622575,6.18,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.2倍) / ⚠ペナルティ1件
42,7685.T,BuySell Technologies,62.7,65,49,72,👀 監視・買い検討,6030.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
43,6723.T,ルネサスエレクトロニクス,62.4,70,45,84,👀 監視・買い検討,2898.5,40.7,0.03,0.07398398899953137,7.27,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(7.3倍) / ⚠ペナルティ1件
44,6758.T,ソニーグループ,62.4,52,66,84,👀 監視・買い検討,3593.0,13.9,0.02,0.15412531961307974,32.4,semiconductor,🏛️政策主力(semiconductor) / 割安 / ⚠信用過熱(32.4倍) / ⚠ペナルティ1件
45,4523.T,エーザイ,62.4,70,45,84,👀 監視・買い検討,5098.0,50.7,0.03,0.05978041650453748,10.06,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(10.1倍) / ⚠ペナルティ1件"
46,7157.T,ライフネット生命保険,62.3,76,35,72,👀 監視・買い検討,2199.0,,,-0.19701379223079843,2.18,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
47,5714.T,DOWAホールディングス,62.1,71,57,72,👀 監視・買い検討,11830.0,12.56,0.01,0.07886814954014058,10.01,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(10.0倍) / ⚠ペナルティ1件
48,5713.T,住友金属鉱山,62.1,71,57,72,👀 監視・買い検討,13050.0,13.88,0.01,0.08492867101226925,7.99,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.0倍) / ⚠ペナルティ1件
49,9519.T,レノバ,61.8,67,58,74,👀 監視・買い検討,718.0,24.9,0.19,0.7544584316810911,19.48,"green_energy, startup_growth",政策(green_energy) / 75日MA上 / ⚠信用過熱(19.5倍) / ⚠ペナルティ1件
50,2986.T,LAホールディングス,61.6,61,67,72,👀 監視・買い検討,9800.0,6.8,0.01,0.1495038388997936,90.36,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(90.4倍) / ⚠ペナルティ1件
51,9158.T,シーユーシー,61.5,75,50,72,👀 監視・買い検討,959.0,,,0.23236163920574568,42.46,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(42.5倍) / ⚠ペナルティ1件
52,5020.T,ENEOSホールディングス,61.3,71,52,74,👀 監視・買い検討,1544.0,14.14,0.01,0.049029120367742055,5.11,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
53,7741.T,HOYA,61.2,73,49,60,👀 監視・買い検討,28125.0,38.7,0.07,0.18200726744186047,1.27,medical,GC形成中 / 75日MA上
54,6196.T,ストライク,61.0,71,53,72,👀 監視・買い検討,4610.0,33.6,0.09,0.26393119956778843,25.78,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(25.8倍) / ⚠ペナルティ1件
55,9433.T,KDDI,60.8,57,62,78,👀 監視・買い検討,2663.0,11.95,0.02,0.1368769591488575,3.6,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
56,5801.T,古河電気工業,60.6,61,47,72,👀 監視・買い検討,29820.0,20.93,0.01,0.03427065628598059,1.97,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
57,7047.T,ポート,60.2,80,40,72,👀 監視・買い検討,2361.0,53.4,0.04,0.0791295746785361,275.49,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(275.5倍) / ⚠ペナルティ1件
58,6857.T,アドバンテスト,59.8,37,58,84,⏸️ 様子見,25800.0,27.35,0.07,0.24891125623731583,1.8,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
59,1811.T,前田建設工業,59.8,73,42,76,⏸️ 様子見,9410.0,11.5,0.0,0.043146663807200496,45.47,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(45.5倍) / ⚠ペナルティ1件
60,5444.T,大和工業,59.4,78,35,76,⏸️ 様子見,12805.0,43.6,0.01,0.015297869532254748,4.8,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ1件
61,3491.T,GA technologies,59.2,55,49,72,⏸️ 様子見,1660.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
62,4519.T,中外製薬,58.9,63,53,60,⏸️ 様子見,10145.0,42.12,0.09,0.21911463536336112,2.54,medical,GC形成中 / 75日MA上
63,8113.T,ユニ・チャーム,58.9,70,45,74,⏸️ 様子見,1035.0,55.8,0.06,0.10617401146445653,7.85,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(7.8倍) / ⚠ペナルティ1件
64,8591.T,オリックス,58.6,65,57,68,⏸️ 様子見,5375.0,12.0,0.01,0.06352544002620478,16.85,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(16.9倍) / ⚠ペナルティ1件
65,4502.T,武田薬品工業,58.6,63,52,60,⏸️ 様子見,5794.0,16.6,0.01,0.07262741837878056,2.52,medical,GC形成中 / 75日MA上
66,4051.T,GMOフィナンシャルゲート,58.5,75,40,72,⏸️ 様子見,5260.0,333.9,0.31,0.09399896262004702,273.17,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(273.2倍) / ⚠ペナルティ1件
67,7003.T,三井E&S,58.0,76,35,74,⏸️ 様子見,8129.0,333.9,0.01,0.0015144665461121157,5.27,"green_energy, rare_earth",政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
68,4565.T,ネクセラファーマ,58.0,78,35,72,⏸️ 様子見,937.0,95.9,0.03,0.02823542887688284,22.98,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(23.0倍) / ⚠ペナルティ1件
69,6544.T,ジャパンエレベーターサービスHD,57.5,47,53,72,⏸️ 様子見,1681.5,86.5,0.19,0.2248453117563065,1.82,startup_growth,政策(startup_growth)
70,6367.T,ダイキン工業,57.4,70,40,74,⏸️ 様子見,20105.0,41.8,0.04,0.09204469542288991,5.06,green_energy,政策(green_energy) / 75日MA上 / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
71,5253.T,カバー,57.3,49,50,72,⏸️ 様子見,1640.0,,,0.5515370705244123,2.37,startup_growth,政策(startup_growth)
72,8725.T,MS&AD,57.1,65,52,68,⏸️ 様子見,4319.0,12.7,0.01,0.046182871993953926,7.68,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
73,5019.T,出光興産,57.0,71,40,72,⏸️ 様子見,1518.5,24.3,0.01,0.02873752403023201,7.36,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.4倍) / ⚠ペナルティ1件
74,4592.T,サンバイオ,57.0,75,35,72,⏸️ 様子見,2209.0,,,-0.40549765417054645,710.47,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(710.5倍) / ⚠ペナルティ1件
75,3498.T,霞ヶ関キャピタル,57.0,53,61,72,⏸️ 様子見,7400.0,17.54,0.03,0.1616388096208724,16.43,startup_growth,政策(startup_growth) / ⚠信用過熱(16.4倍) / ⚠ペナルティ1件
76,3915.T,テラスカイ,56.5,25,65,72,⏸️ 様子見,1705.0,18.89,0.04,0.23527149768602018,2.31,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ1件
77,9348.T,ispace,56.5,88,35,72,⏸️ 様子見,602.0,,,-0.35687576639078306,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
78,4071.T,4071.T,56.4,58,53,72,⏸️ 様子見,2197.0,80.4,0.23,0.29115537468662256,6.38,startup_growth,政策(startup_growth) / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
79,8789.T,フィンテック グローバル,56.2,73,35,72,⏸️ 様子見,152.0,86.1,0.02,0.017583531385432685,21.59,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(21.6倍) / ⚠ペナルティ1件
80,4021.T,日産化学,56.0,68,54,60,⏸️ 様子見,6897.0,25.5,0.04,0.16684030287471774,4.17,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
81,6701.T,NEC,55.9,31,62,90,⏸️ 様子見,4278.0,11.7,0.01,0.11436447321448365,50.21,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(50.2倍) / ⚠ペナルティ1件"
82,5802.T,住友電気工業,55.6,61,47,72,⏸️ 様子見,10865.0,22.9,0.01,0.029772164526823165,8.84,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.8倍) / ⚠ペナルティ1件
83,5541.T,大平洋金属,55.5,71,35,72,⏸️ 様子見,3815.0,35.98,0.01,0.017339660369475034,8.04,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.0倍) / ⚠ペナルティ1件
84,9719.T,SCSK,55.5,46,57,78,⏸️ 様子見,5670.0,20.4,0.03,0.14737255040242603,46.0,ai_digital,政策(ai_digital) / ⚠信用過熱(46.0倍) / ⚠ペナルティ1件
85,7806.T,MTG,55.5,71,35,72,⏸️ 様子見,5670.0,39.54,0.02,0.04556455227225194,4.82,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.8倍) / ⚠ペナルティ1件
86,4483.T,JMDC,55.0,65,40,72,⏸️ 様子見,4075.0,112.15,0.1,0.08764601769911505,4.69,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
87,6702.T,富士通,54.9,28,62,90,⏸️ 様子見,3532.0,15.78,0.02,0.13103584253719525,24.86,defense,🏛️政策主力(defense) / ⚠信用過熱(24.9倍) / ⚠ペナルティ1件
88,7012.T,川崎重工業,54.8,71,45,90,⏸️ 様子見,18375.0,,,-0.04183093654386276,5.72,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(5.7倍) / ⚠ペナルティ2件
89,3989.T,シェアリングテクノロジー,54.8,83,35,72,⏸️ 様子見,1209.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
90,6200.T,インソース,54.3,52,53,72,⏸️ 様子見,730.0,58.2,0.2,0.3491226604426605,34.59,startup_growth,政策(startup_growth) / ⚠信用過熱(34.6倍) / ⚠ペナルティ1件
91,4417.T,グローバルセキュリティエキスパート,53.2,32,46,72,⏸️ 様子見,2554.0,,,0.17794186166221432,,startup_growth,政策(startup_growth) / 出来高急増 / ⚠ペナルティ1件
92,9211.T,エフ・コード,52.8,36,50,72,⏸️ 様子見,1580.0,,,0.7148518688131892,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
93,4004.T,レゾナックHD,52.6,71,42,72,⏸️ 様子見,12490.0,11.7,,-0.10626114081996435,2.33,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
94,2980.T,SREホールディングス,52.5,58,40,72,⏸️ 様子見,2880.0,104.93,0.09,0.08464854889416562,50.01,startup_growth,政策(startup_growth) / ⚠信用過熱(50.0倍) / ⚠ペナルティ1件
95,4413.T,ボードルア,52.0,48,50,72,⏸️ 様子見,1901.0,,,0.32544086401989075,81.49,startup_growth,政策(startup_growth) / ⚠信用過熱(81.5倍) / ⚠ペナルティ1件
96,6501.T,日立製作所,51.8,31,67,74,⏸️ 様子見,5069.0,9.6,0.01,0.1125138844277283,27.08,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(27.1倍) / ⚠ペナルティ1件
97,7762.T,シチズン時計,51.3,61,45,90,⏸️ 様子見,1887.0,,,-0.11825860643415514,11.37,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(11.4倍) / ⚠ペナルティ2件
98,7270.T,SUBARU,51.1,30,47,90,⏸️ 様子見,2918.0,22.09,0.01,0.043037910599723804,9.14,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(9.1倍) / ⚠ペナルティ1件
99,7059.T,コプロ・ホールディングス,50.8,31,66,72,⏸️ 様子見,972.0,13.6,0.02,0.1608919517594695,54.51,startup_growth,政策(startup_growth) / GC形成中 / 割安 / ⚠信用過熱(54.5倍) / ⚠ペナルティ1件
100,3182.T,オイシックス・ラ・大地,50.5,31,65,72,⏸️ 様子見,1405.0,21.7,0.05,0.2516632484618078,15.34,startup_growth,政策(startup_growth) / ⚠信用過熱(15.3倍) / ⚠ペナルティ1件
101,9432.T,NTT,50.0,26,62,78,⏸️ 様子見,152.3,11.5,0.01,0.12114458486888359,55.03,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(55.0倍) / ⚠ペナルティ1件
102,8411.T,みずほFG,49.4,43,52,68,💼 保有継続,6810.0,8.6,0.0,0.05031078676213846,8.12,finance,GC形成中 / 75日MA上 / ⚠信用過熱(8.1倍) / ⚠ペナルティ1件
103,9984.T,ソフトバンクグループ,49.3,13,75,78,💼 保有継続,4046.0,3.6,0.02,0.48838897286062116,9.64,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(9.6倍) / ⚠ペナルティ1件
104,3993.T,PKSHA Technology,48.9,52,35,72,💼 保有継続,3250.0,418.8,0.02,0.004855273967393742,6.11,startup_growth,政策(startup_growth) / ⚠信用過熱(6.1倍) / ⚠ペナルティ1件
105,7172.T,ジャパンインベストメントアドバイザー,48.8,33,57,72,💼 保有継続,2047.0,10.4,0.01,0.09801714212613534,52.98,startup_growth,政策(startup_growth) / GC形成中 / 割安 / ⚠信用過熱(53.0倍) / ⚠ペナルティ1件
106,4194.T,ビジョナル,48.5,38,40,72,💼 保有継続,7336.0,127.7,0.08,0.06301029463968762,19.41,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(19.4倍) / ⚠ペナルティ2件
107,9467.T,アルファポリス,48.3,28,61,72,💼 保有継続,1306.0,23.84,0.04,0.1783733265557723,21.52,startup_growth,政策(startup_growth) / ⚠信用過熱(21.5倍) / ⚠ペナルティ1件
108,4704.T,トレンドマイクロ,48.2,27,45,78,💼 保有継続,5278.0,30.72,0.04,0.1420785804816223,15.31,ai_digital,政策(ai_digital) / 出来高急増 / ⚠信用過熱(15.3倍) / ⚠ペナルティ2件
109,5741.T,UACJ,48.0,78,35,72,💼 保有継続,2762.0,-39.4,,-0.016640790043014584,15.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(15.5倍) / ⚠ペナルティ2件
110,7095.T,Macbee Planet,47.8,19,53,72,💼 保有継続,1432.0,36.84,0.11,0.2892649391856161,,startup_growth,政策(startup_growth)
111,3769.T,GMOペイメントゲートウェイ,47.8,31,49,78,💼 保有継続,7799.0,120.19,0.19,0.15791334253698558,10.82,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(10.8倍) / ⚠ペナルティ1件
112,6869.T,シスメックス,47.7,52,45,60,💼 保有継続,1474.5,78.08,0.08,0.1044976057749625,25.4,medical,⚠信用過熱(25.4倍) / ⚠ペナルティ1件
113,3692.T,FFRIセキュリティ,47.5,25,45,72,💼 保有継続,8450.0,72.23,0.1,0.1352948137404232,1.58,startup_growth,政策(startup_growth) / GC形成中
114,5592.T,5592.T,47.2,20,50,72,💼 保有継続,2622.0,,,0.7504057661935508,,startup_growth,政策(startup_growth)
115,5254.T,Arent,47.0,61,35,72,💼 保有継続,4350.0,,,-0.023186615431215217,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
116,6027.T,弁護士ドットコム,46.5,31,35,72,💼 保有継続,2444.0,2998.7,0.88,0.029438130120350285,1.07,startup_growth,政策(startup_growth)
117,3479.T,ティーケーピー,46.5,51,35,72,💼 保有継続,2062.0,,,-0.09968129303966763,1.28,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / 75日MA上 / ⚠ペナルティ2件
118,8316.T,三井住友FG,46.4,43,42,68,💼 保有継続,5727.0,10.71,0.0,0.043096900373357665,11.7,finance,GC形成中 / 75日MA上 / ⚠信用過熱(11.7倍) / ⚠ペナルティ1件
119,4593.T,ヘリオス,46.2,73,35,72,💼 保有継続,465.0,,,-0.7027027027027027,6.65,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.7倍) / ⚠ペナルティ2件
120,7033.T,マネジメントソリューションズ,46.2,73,35,72,💼 保有継続,1466.0,,,-0.008154056711359832,5.63,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ2件
121,8306.T,三菱UFJ,46.2,38,47,68,💼 保有継続,2820.0,9.8,0.0,0.043859038621984314,9.71,finance,GC形成中 / 75日MA上 / ⚠信用過熱(9.7倍) / ⚠ペナルティ1件
122,2998.T,クリアル,46.1,28,37,72,💼 保有継続,776.0,,,0.05758098866812012,,startup_growth,政策(startup_growth)
123,4384.T,ラクスル,46.1,44,35,72,💼 保有継続,1894.0,917.05,0.18,0.02001000500250125,16.06,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / ⚠信用過熱(16.1倍) / ⚠ペナルティ1件
124,4307.T,野村総合研究所,46.1,26,49,78,💼 保有継続,4125.0,38.8,0.06,0.15996308567451853,21.97,ai_digital,政策(ai_digital) / ⚠信用過熱(22.0倍) / ⚠ペナルティ1件
125,4449.T,ギフティ,45.8,31,49,72,💼 保有継続,1002.0,117.8,0.2,0.17271474506201195,32.49,startup_growth,政策(startup_growth) / ⚠信用過熱(32.5倍) / ⚠ペナルティ1件
