ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
39,3436.T,SUMCO,61.0,78,45,72,👀 監視・買い検討,1725.0,25.87,0.02,0.07184446328622575,3.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
40,5020.T,ENEOSホールディングス,61.0,70,52,74,👀 監視・買い検討,1447.5,14.14,0.01,0.049029120367742055,4.26,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
41,5801.T,古河電気工業,60.6,61,47,72,👀 監視・買い検討,29230.0,20.93,0.01,0.03427065628598059,1.74,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
42,6952.T,カシオ計算機,60.4,44,45,90,👀 監視・買い検討,1473.5,42.1,0.02,0.056697892824276175,1.24,defense,🏛️政策主力(defense) / RSI底値圏 / 75日MA上
43,7741.T,HOYA,60.2,70,49,60,👀 監視・買い検討,28310.0,38.7,0.07,0.18200726744186047,1.58,medical,GC形成中 / 75日MA上
44,6857.T,アドバンテスト,60.1,38,58,84,👀 監視・買い検討,25725.0,27.35,0.07,0.24891125623731583,1.57,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
45,8001.T,伊藤忠商事,60.1,65,62,68,👀 監視・買い検討,2154.0,13.29,0.01,0.1037230249286866,6.41,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
46,5707.T,東邦亜鉛,60.0,42,67,72,👀 監視・買い検討,1618.0,5.89,0.01,0.1328381246382404,1.67,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
47,4502.T,武田薬品工業,59.4,65,52,60,⏸️ 様子見,5727.0,16.6,0.01,0.07262741837878056,2.53,medical,GC形成中 / 75日MA上
48,5714.T,DOWAホールディングス,59.3,63,57,72,⏸️ 様子見,11005.0,12.56,0.01,0.07886814954014058,8.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
49,8725.T,MS&AD,58.9,70,52,68,⏸️ 様子見,4185.0,12.7,0.01,0.046182871993953926,7.11,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
50,1811.T,前田建設工業,58.7,70,42,76,⏸️ 様子見,9200.0,11.5,0.0,0.043146663807200496,36.0,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(36.0倍) / ⚠ペナルティ1件
51,7003.T,三井E&S,58.7,78,35,74,⏸️ 様子見,7785.0,333.9,0.01,0.0015144665461121157,5.95,"green_energy, rare_earth",政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(6.0倍) / ⚠ペナルティ1件
52,5541.T,大平洋金属,58.0,78,35,72,⏸️ 様子見,3455.0,35.98,0.01,0.017339660369475034,5.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
53,6544.T,ジャパンエレベーターサービスHD,57.5,47,53,72,⏸️ 様子見,1640.5,86.5,0.19,0.2248453117563065,1.95,startup_growth,政策(startup_growth)
54,3491.T,GA technologies,57.4,50,49,72,⏸️ 様子見,1606.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
55,4565.T,ネクセラファーマ,57.0,75,35,72,⏸️ 様子見,885.0,95.9,0.03,0.02823542887688284,20.66,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(20.7倍) / ⚠ペナルティ1件
56,5802.T,住友電気工業,57.0,65,47,72,⏸️ 様子見,10325.0,22.9,0.01,0.029772164526823165,5.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
57,8591.T,オリックス,56.9,60,57,68,⏸️ 様子見,5146.0,12.0,0.01,0.06352544002620478,13.68,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(13.7倍) / ⚠ペナルティ1件
58,1812.T,鹿島建設,56.8,43,67,76,⏸️ 様子見,6821.0,8.1,0.01,0.11134870242742477,19.15,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(19.1倍) / ⚠ペナルティ1件
59,4021.T,日産化学,56.7,70,54,60,⏸️ 様子見,6562.0,25.5,0.04,0.16684030287471774,3.99,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
60,4051.T,GMOフィナンシャルゲート,56.7,70,40,72,⏸️ 様子見,5170.0,333.9,0.31,0.09399896262004702,162.55,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(162.6倍) / ⚠ペナルティ1件
61,4483.T,JMDC,56.7,70,40,72,⏸️ 様子見,3915.0,112.15,0.1,0.08764601769911505,4.34,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
62,3915.T,テラスカイ,56.5,25,65,72,⏸️ 様子見,1601.0,18.89,0.04,0.23527149768602018,2.94,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ1件
63,3496.T,アズーム,56.4,58,53,72,⏸️ 様子見,4460.0,42.9,0.11,0.25192815355120757,608.44,startup_growth,政策(startup_growth) / ⚠信用過熱(608.4倍) / ⚠ペナルティ1件
64,7806.T,MTG,56.2,73,35,72,⏸️ 様子見,5340.0,39.54,0.02,0.04556455227225194,4.52,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
65,5019.T,出光興産,56.0,68,40,72,⏸️ 様子見,1472.0,24.3,0.01,0.02873752403023201,7.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
66,1861.T,熊谷組,56.0,41,67,76,⏸️ 様子見,1899.0,7.8,0.01,0.10940885647144993,8.94,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.9倍) / ⚠ペナルティ1件
67,6701.T,NEC,55.9,31,62,90,⏸️ 様子見,4168.0,11.7,0.01,0.11436447321448365,31.0,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(31.0倍) / ⚠ペナルティ1件"
68,9719.T,SCSK,55.5,46,57,78,⏸️ 様子見,5670.0,20.4,0.03,0.14737255040242603,45.5,ai_digital,政策(ai_digital) / ⚠信用過熱(45.5倍) / ⚠ペナルティ1件
69,4413.T,ボードルア,55.5,58,50,72,⏸️ 様子見,1877.0,,,0.32544086401989075,121.58,startup_growth,政策(startup_growth) / ⚠信用過熱(121.6倍) / ⚠ペナルティ1件
70,2986.T,LAホールディングス,55.0,42,67,72,⏸️ 様子見,9300.0,6.8,0.01,0.1495038388997936,85.61,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(85.6倍) / ⚠ペナルティ1件
71,5444.T,大和工業,54.8,65,35,76,⏸️ 様子見,12440.0,43.6,0.01,0.015297869532254748,4.52,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
72,4593.T,ヘリオス,54.2,87,35,72,⏸️ 様子見,420.0,,,-0.7027027027027027,5.59,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ3件
73,6702.T,富士通,54.2,26,62,90,⏸️ 様子見,3422.0,15.78,0.02,0.13103584253719525,32.29,defense,🏛️政策主力(defense) / ⚠信用過熱(32.3倍) / ⚠ペナルティ1件
74,6723.T,ルネサスエレクトロニクス,54.0,46,45,84,⏸️ 様子見,2726.0,40.7,0.03,0.07398398899953137,3.45,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
75,7762.T,シチズン時計,53.8,68,45,90,⏸️ 様子見,1795.0,,,-0.11825860643415514,8.89,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.9倍) / ⚠ペナルティ2件
76,7012.T,川崎重工業,53.8,68,45,90,⏸️ 様子見,17285.0,,,-0.04183093654386276,5.77,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(5.8倍) / ⚠ペナルティ2件
77,4592.T,サンバイオ,53.5,65,35,72,⏸️ 様子見,2067.0,,,-0.40549765417054645,698.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(698.1倍) / ⚠ペナルティ1件
78,3989.T,シェアリングテクノロジー,53.0,78,35,72,⏸️ 様子見,1194.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
79,4208.T,UBE,52.3,41,57,74,⏸️ 様子見,2731.0,10.4,0.01,0.06025720178123399,14.78,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(14.8倍) / ⚠ペナルティ1件
80,6030.T,アドベンチャー,52.3,32,53,72,⏸️ 様子見,1750.0,60.7,0.22,0.3679506311078882,,startup_growth,政策(startup_growth) / GC形成中
81,4071.T,4071.T,52.2,46,53,72,⏸️ 様子見,2154.0,80.4,0.23,0.29115537468662256,3.96,startup_growth,政策(startup_growth) / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
82,4183.T,三井化学,52.0,42,57,72,⏸️ 様子見,2231.0,11.73,0.01,0.0951982247693368,7.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.5倍) / ⚠ペナルティ1件
83,6758.T,ソニーグループ,50.8,19,66,84,⏸️ 様子見,3368.0,13.9,0.02,0.15412531961307974,29.48,semiconductor,🏛️政策主力(semiconductor) / 割安 / ⚠信用過熱(29.5倍) / ⚠ペナルティ1件
84,7059.T,コプロ・ホールディングス,50.8,31,66,72,⏸️ 様子見,952.0,13.6,0.02,0.1608919517594695,15.31,startup_growth,政策(startup_growth) / RSI底値圏 / 割安 / ⚠信用過熱(15.3倍) / ⚠ペナルティ1件
85,9984.T,ソフトバンクグループ,50.4,16,75,78,⏸️ 様子見,3992.0,3.6,0.02,0.48838897286062116,10.98,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
86,9432.T,NTT,50.0,26,62,78,⏸️ 様子見,152.1,11.5,0.01,0.12114458486888359,69.6,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(69.6倍) / ⚠ペナルティ1件
87,6367.T,ダイキン工業,50.0,49,40,74,⏸️ 様子見,19480.0,41.8,0.04,0.09204469542288991,6.95,green_energy,政策(green_energy) / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
88,4377.T,ワンキャリア,49.3,26,50,72,💼 保有継続,1902.0,,,0.5769762579252664,,startup_growth,政策(startup_growth)
89,9158.T,シーユーシー,49.2,40,50,72,💼 保有継続,913.0,,,0.23236163920574568,41.37,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(41.4倍) / ⚠ペナルティ1件
90,8411.T,みずほFG,49.1,42,52,68,💼 保有継続,6500.0,8.6,0.0,0.05031078676213846,7.64,finance,GC形成中 / 75日MA上 / ⚠信用過熱(7.6倍) / ⚠ペナルティ1件
91,7095.T,Macbee Planet,49.1,23,53,72,💼 保有継続,1376.0,36.84,0.11,0.2892649391856161,,startup_growth,政策(startup_growth) / RSI底値圏
92,8113.T,ユニ・チャーム,48.8,41,45,74,💼 保有継続,964.0,55.8,0.06,0.10617401146445653,7.05,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
93,4704.T,トレンドマイクロ,48.6,28,45,78,💼 保有継続,5129.0,30.72,0.04,0.1420785804816223,9.15,ai_digital,政策(ai_digital) / 出来高急増 / ⚠信用過熱(9.2倍) / ⚠ペナルティ2件
94,7270.T,SUBARU,48.6,23,47,90,💼 保有継続,2746.5,22.09,0.01,0.043037910599723804,10.97,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
95,6479.T,ミネベアミツミ,48.0,23,45,90,💼 保有継続,3095.0,29.8,0.03,0.08591327323386702,11.05,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.1倍) / ⚠ペナルティ1件
96,4194.T,ビジョナル,47.8,36,40,72,💼 保有継続,6972.0,127.7,0.08,0.06301029463968762,17.59,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(17.6倍) / ⚠ペナルティ2件
97,6501.T,日立製作所,47.6,19,67,74,💼 保有継続,4815.0,9.6,0.01,0.1125138844277283,18.8,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(18.8倍) / ⚠ペナルティ1件
98,8316.T,三井住友FG,47.5,46,42,68,💼 保有継続,5562.0,10.71,0.0,0.043096900373357665,12.32,finance,GC形成中 / 75日MA上 / ⚠信用過熱(12.3倍) / ⚠ペナルティ1件
99,3182.T,オイシックス・ラ・大地,47.4,22,65,72,💼 保有継続,1385.0,21.7,0.05,0.2516632484618078,17.6,startup_growth,政策(startup_growth) / ⚠信用過熱(17.6倍) / ⚠ペナルティ1件
100,6869.T,シスメックス,47.3,51,45,60,💼 保有継続,1465.5,78.08,0.08,0.1044976057749625,15.52,medical,⚠信用過熱(15.5倍) / ⚠ペナルティ1件
101,7033.T,マネジメントソリューションズ,47.0,75,35,72,💼 保有継続,1404.0,,,-0.008154056711359832,5.17,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ2件
102,3993.T,PKSHA Technology,46.8,46,35,72,💼 保有継続,3110.0,418.8,0.02,0.004855273967393742,5.25,startup_growth,政策(startup_growth) / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
103,5253.T,カバー,46.5,18,50,72,💼 保有継続,1594.0,,,0.5515370705244123,2.18,startup_growth,政策(startup_growth)
104,9556.T,INTLOOP,46.5,18,50,72,💼 保有継続,2838.0,,,0.5621040415298175,,startup_growth,政策(startup_growth) / RSI底値圏
105,5592.T,5592.T,46.5,18,50,72,💼 保有継続,2580.0,,,0.7504057661935508,,startup_growth,政策(startup_growth)
106,7172.T,ジャパンインベストメントアドバイザー,46.4,26,57,72,💼 保有継続,2004.0,10.4,0.01,0.09801714212613534,62.24,startup_growth,政策(startup_growth) / 割安 / ⚠信用過熱(62.2倍) / ⚠ペナルティ1件
107,4384.T,ラクスル,46.1,44,35,72,💼 保有継続,1895.0,917.05,0.18,0.02001000500250125,8.69,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / ⚠信用過熱(8.7倍) / ⚠ペナルティ1件
108,6526.T,ソシオネクスト,45.9,23,45,84,💼 保有継続,1878.0,,,0.01798569959351584,13.26,semiconductor,🏛️政策主力(semiconductor) / RSI底値圏 / ⚠信用過熱(13.3倍) / ⚠ペナルティ1件
109,8306.T,三菱UFJ,45.8,37,47,68,💼 保有継続,2775.0,9.8,0.0,0.043859038621984314,10.05,finance,GC形成中 / 75日MA上 / ⚠信用過熱(10.1倍) / ⚠ペナルティ1件
110,4417.T,グローバルセキュリティエキスパート,45.6,19,46,72,💼 保有継続,2399.0,,,0.17794186166221432,,startup_growth,政策(startup_growth)
111,7047.T,ポート,45.5,38,40,72,💼 保有継続,2251.0,53.4,0.04,0.0791295746785361,501.09,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(501.1倍) / ⚠ペナルティ1件
112,4431.T,スマレジ,45.5,16,49,72,💼 保有継続,2363.0,100.5,0.16,0.15881981117501018,1.22,startup_growth,政策(startup_growth)
113,7352.T,TWOSTONE&Sons,45.5,25,45,72,💼 保有継続,525.0,99.9,0.13,0.13031781394613254,5.24,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠信用過熱(5.2倍) / ⚠ペナルティ2件
114,1662.T,石油資源開発,45.5,71,35,72,💼 保有継続,2582.0,,,-0.006271691998932087,12.69,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(12.7倍) / ⚠ペナルティ2件
115,3498.T,霞ヶ関キャピタル,45.1,19,61,72,💼 保有継続,7060.0,17.54,0.03,0.1616388096208724,15.76,startup_growth,政策(startup_growth) / ⚠信用過熱(15.8倍) / ⚠ペナルティ1件
116,9467.T,アルファポリス,45.1,19,61,72,💼 保有継続,1253.0,23.84,0.04,0.1783733265557723,70.45,startup_growth,政策(startup_growth) / ⚠信用過熱(70.5倍) / ⚠ペナルティ1件
117,9519.T,レノバ,44.9,19,58,74,💼 保有継続,692.0,24.9,0.19,0.7544584316810911,17.91,"green_energy, startup_growth",政策(green_energy) / ⚠信用過熱(17.9倍) / ⚠ペナルティ1件
118,6027.T,弁護士ドットコム,44.8,26,35,72,💼 保有継続,2455.0,2998.7,0.88,0.029438130120350285,1.07,startup_growth,政策(startup_growth)
119,8789.T,フィンテック グローバル,44.7,40,35,72,💼 保有継続,150.0,86.1,0.02,0.017583531385432685,18.4,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(18.4倍) / ⚠ペナルティ1件
120,2998.T,クリアル,44.3,23,37,72,💼 保有継続,765.0,,,0.05758098866812012,,startup_growth,政策(startup_growth)
121,3769.T,GMOペイメントゲートウェイ,44.3,21,49,78,💼 保有継続,7617.0,120.19,0.19,0.15791334253698558,9.83,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
122,3692.T,FFRIセキュリティ,44.3,16,45,72,💼 保有継続,7910.0,72.23,0.1,0.1352948137404232,1.51,startup_growth,政策(startup_growth) / GC形成中
123,4307.T,野村総合研究所,44.3,21,49,78,💼 保有継続,4070.0,38.8,0.06,0.15996308567451853,17.83,ai_digital,政策(ai_digital) / ⚠信用過熱(17.8倍) / ⚠ペナルティ1件
124,4004.T,レゾナックHD,44.1,61,42,72,💼 保有継続,12540.0,11.7,,-0.10626114081996435,3.51,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ2件
125,9552.T,クオンツ総研ホールディングス,44.0,25,50,72,💼 保有継続,676.0,,,0.47335418763990195,5.06,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
126,7373.T,アイドマ・ホールディングス,44.0,26,49,72,💼 保有継続,1761.0,73.9,0.12,0.1579358825283391,163.09,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(163.1倍) / ⚠ペナルティ1件
127,6200.T,インソース,43.8,22,53,72,💼 保有継続,700.0,58.2,0.2,0.3491226604426605,34.2,startup_growth,政策(startup_growth) / ⚠信用過熱(34.2倍) / ⚠ペナルティ1件
