ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
17,5713.T,住友金属鉱山,61.8,70,57,72,👀 監視・買い検討,10735.0,13.88,0.01,0.08492867101226925,4.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
18,6857.T,アドバンテスト,61.1,41,58,84,👀 監視・買い検討,24500.0,27.35,0.07,0.24891125623731583,1.57,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
19,4502.T,武田薬品工業,61.1,70,52,60,👀 監視・買い検討,5608.0,16.6,0.01,0.07262741837878056,2.53,medical,GC形成中 / 75日MA上
20,8035.T,東京エレクトロン,61.1,41,58,84,👀 監視・買い検討,40690.0,29.95,0.07,0.2371169338702782,2.83,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
21,7685.T,BuySell Technologies,60.9,60,49,72,👀 監視・買い検討,5440.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
22,5802.T,住友電気工業,60.5,75,47,72,👀 監視・買い検討,9945.0,22.9,0.01,0.029772164526823165,5.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
23,6952.T,カシオ計算機,60.4,44,45,90,👀 監視・買い検討,1444.5,42.1,0.02,0.056697892824276175,1.24,defense,🏛️政策主力(defense) / RSI底値圏 / 75日MA上
24,5801.T,古河電気工業,60.3,60,47,72,👀 監視・買い検討,27675.0,20.93,0.01,0.03427065628598059,1.74,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
25,7741.T,HOYA,60.2,70,49,60,👀 監視・買い検討,27415.0,38.7,0.07,0.18200726744186047,1.58,medical,GC形成中 / 75日MA上
26,7157.T,ライフネット生命保険,59.5,68,35,72,⏸️ 様子見,2177.0,,,-0.19701379223079843,2.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
27,4062.T,イビデン,59.3,41,45,90,⏸️ 様子見,7950.0,27.67,0.02,0.07984142321422469,2.13,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
28,4523.T,エーザイ,58.9,60,45,84,⏸️ 様子見,4806.0,50.7,0.03,0.05978041650453748,9.47,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(9.5倍) / ⚠ペナルティ1件"
29,1861.T,熊谷組,58.5,48,67,76,⏸️ 様子見,1750.0,7.8,0.01,0.10940885647144993,8.94,infrastructure,政策(infrastructure) / RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(8.9倍) / ⚠ペナルティ1件
30,6146.T,ディスコ,58.4,41,49,84,⏸️ 様子見,68960.0,32.0,0.05,0.15490663834643673,1.3,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
31,3407.T,旭化成,58.2,60,52,76,⏸️ 様子見,1698.5,22.17,0.01,0.05337312274386347,11.04,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
32,5707.T,東邦亜鉛,58.2,37,67,72,⏸️ 様子見,1448.0,5.89,0.01,0.1328381246382404,1.67,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
33,6203.T,豊和工業,57.9,41,57,90,⏸️ 様子見,1610.0,11.1,0.01,0.06007198709196972,7.65,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
34,3496.T,アズーム,57.8,62,53,72,⏸️ 様子見,4500.0,42.9,0.11,0.25192815355120757,608.44,startup_growth,政策(startup_growth) / ⚠信用過熱(608.4倍) / ⚠ペナルティ1件
35,1802.T,大林組,57.8,46,67,76,⏸️ 様子見,3990.0,7.4,0.01,0.10268415422789895,9.45,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.4倍) / ⚠ペナルティ1件
36,1812.T,鹿島建設,57.8,46,67,76,⏸️ 様子見,6462.0,8.1,0.01,0.11134870242742477,19.15,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(19.1倍) / ⚠ペナルティ1件
37,7735.T,SCREENホールディングス,57.2,41,45,84,⏸️ 様子見,19735.0,29.9,0.02,0.07271227726950151,2.99,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
38,3915.T,テラスカイ,56.5,25,65,72,⏸️ 様子見,1545.0,18.89,0.04,0.23527149768602018,2.94,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ1件
39,6503.T,三菱電機,56.4,41,52,90,⏸️ 様子見,5469.0,18.7,0.01,0.06727905661895674,12.24,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(12.2倍) / ⚠ペナルティ1件"
40,7388.T,FPパートナー,56.3,46,50,72,⏸️ 様子見,2270.0,,,0.28737790219180454,1.87,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
41,7806.T,MTG,56.2,73,35,72,⏸️ 様子見,5670.0,39.54,0.02,0.04556455227225194,4.52,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
42,7762.T,シチズン時計,56.2,75,45,90,⏸️ 様子見,1693.0,,,-0.11825860643415514,8.89,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.9倍) / ⚠ペナルティ2件
43,7011.T,三菱重工業,56.1,46,45,90,⏸️ 様子見,4627.0,28.52,0.01,0.029742919415490413,6.82,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
44,5857.T,AREホールディングス,56.0,38,75,72,⏸️ 様子見,3995.0,6.5,0.02,0.2627600788535591,53.44,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(53.4倍) / ⚠ペナルティ1件
45,7164.T,全国保証,56.0,27,66,68,⏸️ 様子見,3092.0,12.9,0.02,0.1627999517665501,0.92,finance,GC形成中 / 割安 / 信用良好(0.9倍) / ⚠ペナルティ1件
46,7203.T,トヨタ自動車,55.9,37,57,74,⏸️ 様子見,3520.0,10.7,0.01,0.09593268350803799,2.07,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安
47,2986.T,LAホールディングス,55.7,44,67,72,⏸️ 様子見,8990.0,6.8,0.01,0.1495038388997936,85.61,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(85.6倍) / ⚠ペナルティ1件
48,4042.T,東ソー,55.6,38,57,72,⏸️ 様子見,2412.5,10.7,0.01,0.09562945174321688,2.96,rare_earth,政策(rare_earth) / RSI底値圏 / 割安
49,8750.T,第一生命HD,55.5,46,52,68,⏸️ 様子見,1453.5,5.8,0.0,0.07567448262778054,2.21,finance,GC形成中 / 75日MA上
50,7013.T,IHI,55.0,43,45,90,⏸️ 様子見,3902.0,25.47,0.01,0.04353174695530457,7.42,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(7.4倍) / ⚠ペナルティ1件
51,6030.T,アドベンチャー,54.8,39,53,72,⏸️ 様子見,1681.0,60.7,0.22,0.3679506311078882,,startup_growth,政策(startup_growth) / RSI底値圏
52,4183.T,三井化学,54.5,49,57,72,⏸️ 様子見,2105.0,11.73,0.01,0.0951982247693368,7.47,rare_earth,政策(rare_earth) / RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(7.5倍) / ⚠ペナルティ1件
53,6702.T,富士通,54.2,26,62,90,⏸️ 様子見,3443.0,15.78,0.02,0.13103584253719525,32.29,defense,🏛️政策主力(defense) / ⚠信用過熱(32.3倍) / ⚠ペナルティ1件
54,6701.T,NEC,54.2,26,62,90,⏸️ 様子見,4192.0,11.7,0.01,0.11436447321448365,31.0,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(31.0倍) / ⚠ペナルティ1件"
55,9719.T,SCSK,54.1,42,57,78,⏸️ 様子見,5670.0,20.4,0.03,0.14737255040242603,45.5,ai_digital,政策(ai_digital) / ⚠信用過熱(45.5倍) / ⚠ペナルティ1件
56,6196.T,ストライク,54.0,51,53,72,⏸️ 様子見,4135.0,33.6,0.09,0.26393119956778843,17.11,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(17.1倍) / ⚠ペナルティ1件
57,4483.T,JMDC,53.9,62,40,72,⏸️ 様子見,3870.0,112.15,0.1,0.08764601769911505,4.34,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
58,3989.T,シェアリングテクノロジー,53.0,78,35,72,⏸️ 様子見,1199.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
59,9984.T,ソフトバンクグループ,52.8,23,75,78,⏸️ 様子見,3706.0,3.6,0.02,0.48838897286062116,10.98,ai_digital,政策(ai_digital) / RSI底値圏 / 割安 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
60,8591.T,オリックス,52.7,48,57,68,⏸️ 様子見,4862.0,12.0,0.01,0.06352544002620478,13.68,finance,RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(13.7倍) / ⚠ペナルティ1件
61,4593.T,ヘリオス,52.4,82,35,72,⏸️ 様子見,402.0,,,-0.7027027027027027,5.59,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(5.6倍) / ⚠ペナルティ3件
62,5714.T,DOWAホールディングス,52.3,43,57,72,⏸️ 様子見,9842.0,12.56,0.01,0.07886814954014058,8.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
63,6723.T,ルネサスエレクトロニクス,52.2,41,45,84,⏸️ 様子見,2625.0,40.7,0.03,0.07398398899953137,3.45,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
64,8001.T,伊藤忠商事,51.7,41,62,68,⏸️ 様子見,2066.5,13.29,0.01,0.1037230249286866,6.41,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.4倍) / ⚠ペナルティ1件
65,7012.T,川崎重工業,51.0,60,45,90,⏸️ 様子見,16015.0,,,-0.04183093654386276,5.77,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(5.8倍) / ⚠ペナルティ2件
66,7059.T,コプロ・ホールディングス,50.8,31,66,72,⏸️ 様子見,926.0,13.6,0.02,0.1608919517594695,15.31,startup_growth,政策(startup_growth) / RSI底値圏 / 割安 / ⚠信用過熱(15.3倍) / ⚠ペナルティ1件
67,5020.T,ENEOSホールディングス,50.8,41,52,74,⏸️ 様子見,1332.5,14.14,0.01,0.049029120367742055,4.26,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
68,6758.T,ソニーグループ,50.8,19,66,84,⏸️ 様子見,3389.0,13.9,0.02,0.15412531961307974,29.48,semiconductor,🏛️政策主力(semiconductor) / 割安 / ⚠信用過熱(29.5倍) / ⚠ペナルティ1件
69,4071.T,4071.T,50.5,41,53,72,⏸️ 様子見,2161.0,80.4,0.23,0.29115537468662256,3.96,startup_growth,政策(startup_growth) / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
70,3436.T,SUMCO,50.5,48,45,72,⏸️ 様子見,1601.5,25.87,0.02,0.07184446328622575,3.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
71,4208.T,UBE,49.5,33,57,74,💼 保有継続,2586.5,10.4,0.01,0.06025720178123399,14.78,green_energy,政策(green_energy) / RSI底値圏 / 割安 / ⚠信用過熱(14.8倍) / ⚠ペナルティ1件
72,4704.T,トレンドマイクロ,49.3,30,45,78,💼 保有継続,5230.0,30.72,0.04,0.1420785804816223,9.15,ai_digital,政策(ai_digital) / 出来高急増 / ⚠信用過熱(9.2倍) / ⚠ペナルティ2件
73,4004.T,レゾナックHD,49.0,75,42,72,💼 保有継続,11760.0,11.7,,-0.10626114081996435,3.51,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ2件
74,8725.T,MS&AD,48.8,41,52,68,💼 保有継続,4025.0,12.7,0.01,0.046182871993953926,7.11,finance,GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
75,8113.T,ユニ・チャーム,48.8,41,45,74,💼 保有継続,962.9,55.8,0.06,0.10617401146445653,7.05,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
76,7270.T,SUBARU,48.6,23,47,90,💼 保有継続,2671.0,22.09,0.01,0.043037910599723804,10.97,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
77,9467.T,アルファポリス,48.6,29,61,72,💼 保有継続,1273.0,23.84,0.04,0.1783733265557723,70.45,startup_growth,政策(startup_growth) / ⚠信用過熱(70.5倍) / ⚠ペナルティ1件
78,9432.T,NTT,48.6,22,62,78,💼 保有継続,151.2,11.5,0.01,0.12114458486888359,69.6,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(69.6倍) / ⚠ペナルティ1件
79,1811.T,前田建設工業,48.5,41,42,76,💼 保有継続,8470.0,11.5,0.0,0.043146663807200496,36.0,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(36.0倍) / ⚠ペナルティ1件
80,4021.T,日産化学,48.3,46,54,60,💼 保有継続,6245.0,25.5,0.04,0.16684030287471774,3.99,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
81,6479.T,ミネベアミツミ,48.0,23,45,90,💼 保有継続,2920.5,29.8,0.03,0.08591327323386702,11.05,defense,🏛️政策主力(defense) / RSI底値圏 / ⚠信用過熱(11.1倍) / ⚠ペナルティ1件
82,4384.T,ラクスル,47.8,49,35,72,💼 保有継続,1894.0,917.05,0.18,0.02001000500250125,8.69,startup_growth,政策(startup_growth) / RSI底値圏 / 75日MA上 / ⚠信用過熱(8.7倍) / ⚠ペナルティ1件
83,4377.T,ワンキャリア,47.5,21,50,72,💼 保有継続,1920.0,,,0.5769762579252664,,startup_growth,政策(startup_growth)
84,5541.T,大平洋金属,47.5,48,35,72,💼 保有継続,3080.0,35.98,0.01,0.017339660369475034,5.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
85,7095.T,Macbee Planet,47.4,18,53,72,💼 保有継続,1334.0,36.84,0.11,0.2892649391856161,,startup_growth,政策(startup_growth) / RSI底値圏
86,7033.T,マネジメントソリューションズ,47.0,75,35,72,💼 保有継続,1387.0,,,-0.008154056711359832,5.17,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ2件
87,6501.T,日立製作所,46.6,16,67,74,💼 保有継続,4750.0,9.6,0.01,0.1125138844277283,18.8,green_energy,政策(green_energy) / GC形成中 / 割安 / ⚠信用過熱(18.8倍) / ⚠ペナルティ1件
88,9556.T,INTLOOP,46.5,18,50,72,💼 保有継続,2721.0,,,0.5621040415298175,,startup_growth,政策(startup_growth) / RSI底値圏
89,5444.T,大和工業,46.5,41,35,76,💼 保有継続,11975.0,43.6,0.01,0.015297869532254748,4.52,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
90,7047.T,ポート,46.5,41,40,72,💼 保有継続,2192.0,53.4,0.04,0.0791295746785361,501.09,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(501.1倍) / ⚠ペナルティ1件
91,3491.T,GA technologies,46.2,18,49,72,💼 保有継続,1570.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
92,1662.T,石油資源開発,46.2,73,35,72,💼 保有継続,2384.0,,,-0.006271691998932087,12.69,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(12.7倍) / ⚠ペナルティ2件
93,4307.T,野村総合研究所,46.1,26,49,78,💼 保有継続,4143.0,38.8,0.06,0.15996308567451853,17.83,ai_digital,政策(ai_digital) / ⚠信用過熱(17.8倍) / ⚠ペナルティ1件
94,6544.T,ジャパンエレベーターサービスHD,46.0,14,53,72,💼 保有継続,1638.5,86.5,0.19,0.2248453117563065,1.95,startup_growth,政策(startup_growth)
95,7003.T,三井E&S,45.8,41,35,74,💼 保有継続,6909.0,333.9,0.01,0.0015144665461121157,5.95,"green_energy, rare_earth",政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(6.0倍) / ⚠ペナルティ1件
96,3692.T,FFRIセキュリティ,45.7,20,45,72,💼 保有継続,7440.0,72.23,0.1,0.1352948137404232,1.51,startup_growth,政策(startup_growth) / RSI底値圏
97,5019.T,出光興産,45.5,38,40,72,💼 保有継続,1387.5,24.3,0.01,0.02873752403023201,7.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
98,3182.T,オイシックス・ラ・大地,45.3,16,65,72,💼 保有継続,1355.0,21.7,0.05,0.2516632484618078,17.6,startup_growth,政策(startup_growth) / ⚠信用過熱(17.6倍) / ⚠ペナルティ1件
99,7172.T,ジャパンインベストメントアドバイザー,45.3,23,57,72,💼 保有継続,1908.0,10.4,0.01,0.09801714212613534,62.24,startup_growth,政策(startup_growth) / RSI底値圏 / 割安 / ⚠信用過熱(62.2倍) / ⚠ペナルティ1件
100,6532.T,ベイカレント,45.2,26,53,72,💼 保有継続,4498.0,32.8,0.11,0.33359984009594246,7.05,startup_growth,政策(startup_growth) / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
101,8411.T,みずほFG,45.2,31,52,68,💼 保有継続,6120.0,8.6,0.0,0.05031078676213846,7.64,finance,RSI底値圏 / ⚠信用過熱(7.6倍) / ⚠ペナルティ1件
102,9211.T,エフ・コード,45.0,28,50,72,💼 保有継続,1365.0,,,0.7148518688131892,7971.0,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(7971.0倍) / ⚠ペナルティ1件
103,3993.T,PKSHA Technology,45.0,41,35,72,💼 保有継続,3070.0,418.8,0.02,0.004855273967393742,5.25,startup_growth,政策(startup_growth) / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
104,3498.T,霞ヶ関キャピタル,44.8,18,61,72,💼 保有継続,6750.0,17.54,0.03,0.1616388096208724,15.76,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(15.8倍) / ⚠ペナルティ1件
105,9433.T,KDDI,44.7,11,62,78,💼 保有継続,2649.5,11.95,0.02,0.1368769591488575,3.42,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
106,8316.T,三井住友FG,44.7,38,42,68,💼 保有継続,5199.0,10.71,0.0,0.043096900373357665,12.32,finance,RSI底値圏 / ⚠信用過熱(12.3倍) / ⚠ペナルティ1件
107,4449.T,ギフティ,44.7,28,49,72,💼 保有継続,1018.0,117.8,0.2,0.17271474506201195,23.79,startup_growth,政策(startup_growth) / ⚠信用過熱(23.8倍) / ⚠ペナルティ1件
108,4417.T,グローバルセキュリティエキスパート,44.6,16,46,72,💼 保有継続,2291.0,,,0.17794186166221432,,startup_growth,政策(startup_growth)
109,9158.T,シーユーシー,44.6,27,50,72,💼 保有継続,872.0,,,0.23236163920574568,41.37,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(41.4倍) / ⚠ペナルティ1件
110,5254.T,Arent,44.5,68,35,72,💼 保有継続,4265.0,,,-0.023186615431215217,530.67,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(530.7倍) / ⚠ペナルティ2件
111,6526.T,ソシオネクスト,44.2,18,45,84,💼 保有継続,1775.0,,,0.01798569959351584,13.26,semiconductor,🏛️政策主力(semiconductor) / RSI底値圏 / ⚠信用過熱(13.3倍) / ⚠ペナルティ1件
112,5592.T,5592.T,44.0,11,50,72,💼 保有継続,2506.0,,,0.7504057661935508,,startup_growth,政策(startup_growth)
113,5253.T,カバー,44.0,11,50,72,💼 保有継続,1515.0,,,0.5515370705244123,2.18,startup_growth,政策(startup_growth)
114,9552.T,クオンツ総研ホールディングス,44.0,25,50,72,💼 保有継続,674.0,,,0.47335418763990195,5.06,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(5.1倍) / ⚠ペナルティ1件
115,4431.T,スマレジ,43.8,11,49,72,💼 保有継続,2333.0,100.5,0.16,0.15881981117501018,1.22,startup_growth,政策(startup_growth)
116,4058.T,トヨクモ,43.5,28,45,72,💼 保有継続,1774.0,158.87,0.2,0.1282051282051282,13.95,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(13.9倍) / ⚠ペナルティ1件
117,5139.T,オープンワーク,43.3,20,37,72,💼 保有継続,868.0,,,0.06458478301849468,,startup_growth,政策(startup_growth) / RSI底値圏
118,6027.T,弁護士ドットコム,43.0,21,35,72,💼 保有継続,2411.0,2998.7,0.88,0.029438130120350285,1.07,startup_growth,政策(startup_growth)
119,9168.T,ライズ・コンサルティング・グループ,43.0,21,35,72,💼 保有継続,485.0,,,-0.10152224611747047,,startup_growth,政策(startup_growth) / RSI底値圏
120,3769.T,GMOペイメントゲートウェイ,42.9,17,49,78,💼 保有継続,7491.0,120.19,0.19,0.15791334253698558,9.83,"ai_digital, finance",政策(ai_digital) / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
121,6200.T,インソース,42.8,19,53,72,💼 保有継続,688.0,58.2,0.2,0.3491226604426605,34.2,startup_growth,政策(startup_growth) / ⚠信用過熱(34.2倍) / ⚠ペナルティ1件
122,4051.T,GMOフィナンシャルゲート,42.7,30,40,72,💼 保有継続,5070.0,333.9,0.31,0.09399896262004702,162.55,startup_growth,政策(startup_growth) / ⚠信用過熱(162.6倍) / ⚠ペナルティ1件
123,9338.T,INFORICH,42.5,48,35,72,💼 保有継続,4540.0,,,-1.1640618696007718,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
124,7373.T,アイドマ・ホールディングス,42.2,21,49,72,💼 保有継続,1748.0,73.9,0.12,0.1579358825283391,163.09,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(163.1倍) / ⚠ペナルティ1件
125,9519.T,レノバ,42.1,11,58,74,💼 保有継続,665.0,24.9,0.19,0.7544584316810911,17.91,"green_energy, startup_growth",政策(green_energy) / ⚠信用過熱(17.9倍) / ⚠ペナルティ1件
126,4480.T,メドレー,42.0,18,35,72,💼 保有継続,1830.0,289.36,0.14,0.04682515179582176,1.14,startup_growth,政策(startup_growth)
127,8306.T,三菱UFJ,42.0,26,47,68,💼 保有継続,2644.5,9.8,0.0,0.043859038621984314,10.05,finance,RSI底値圏 / ⚠信用過熱(10.1倍) / ⚠ペナルティ1件
128,5032.T,ANYCOLOR,41.5,18,50,72,💼 保有継続,3485.0,,,0.26581560283687944,32.23,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(32.2倍) / ⚠ペナルティ1件
129,4475.T,HENNGE,41.4,22,45,72,💼 保有継続,931.0,427.6,0.52,0.12146270760879062,7.11,startup_growth,政策(startup_growth) / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
